pl_name,Star's name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth's received flux)
TOI-5817 b,TOI-5817,2,1,Transit,2025.0,15.61031,0.043426399,0.1223,0.2,3.08,10.3,1.942391076,5770.0,1.427,0.97,80.7542,950.3554067,2.025074704,135.3904821
TOI-5882 b,TOI-5882,1,1,Transit,2025.0,7.148972,0.019738137,0.0804,0.0339,11.46678726,6995.403238,25.564605,5920.0,2.26,1.334,416.104,1513.419692,5.628511466,870.7258895
TOI-5938 b,TOI-5938,1,1,Transit,2026.0,2.260424,0.00626671,0.0308,,3.82,,0.0,4650.0,0.712,0.744,114.035,1078.02559,0.21264817,224.1610828
TOI-6000 b,TOI-6000,1,1,Transit,2025.0,0.448959,0.0,,,0.94,,0.0,3419.0,0.38,0.37,75.7664,,0.017703268,
TOI-6002 b,TOI-6002,1,1,Transit,2024.0,10.904821,0.029861303,0.05722,0.15,1.65,,0.0,3229.0,0.2432,0.2101,32.0266,320.9869545,0.005768849,1.761949531
TOI-6008 b,TOI-6008,1,1,Transit,2024.0,0.8574347,0.002332829,0.010777,,1.03,4.0,20.16972217,3075.0,0.242,0.23,23.1008,702.6116399,0.004697871,40.44876785
TOI-6016 b,TOI-6016,1,1,Transit,2024.0,4.023687,0.011269597,0.055,0.0,13.67495645,371.8592362,0.801220986,6110.0,1.51,1.31,364.715,1543.689029,2.85107463,942.5040098
TOI-6029 b,TOI-6029,1,1,Transit,2024.0,5.7987,0.0,,0.091,14.39233122,519.6494454,0.960436445,6223.0,2.338,1.548,603.119,,7.354921936,
TOI-6034 b,TOI-6034,2,1,Transit,2024.0,2.576184,0.007063673,0.02949,0.04,11.92,254.0,0.826335763,3635.0,0.489,0.514,117.992,713.7283326,0.037456331,43.07008054
TOI-6038 A b,TOI-6038 A,2,1,Transit,2025.0,5.8267311,0.01595183,0.069,,6.41,78.5,1.64227986,6110.0,1.648,1.291,179.147,1439.815177,3.396011136,713.2978651
TOI-6041 b,TOI-6041,1,2,Transit,2025.0,26.04945,0.07130976,0.1651,,4.55,28.9,1.690500298,5445.0,0.879,0.885,72.4731,605.8013874,0.609339226,22.35450152
TOI-6041 c,TOI-6041,1,2,Radial Velocity,2025.0,88.0,0.241278081,0.3721,,,77.9,,5445.0,0.879,0.885,72.4731,403.5282697,0.609339226,4.400882733
TOI-6054.01,TOI-6054,1,2,Transit,2024.0,7.501428,0.020031478,0.0763,0.164,2.64,12.5,3.743258602,6047.0,1.662,1.107,79.407,1360.832548,3.313689131,569.1971113
TOI-6054.02,TOI-6054,1,2,Transit,2024.0,12.563636,0.033686691,0.1079,0.332,2.82,9.3,2.285005356,6047.0,1.662,1.107,79.407,1144.343045,3.313689131,284.6222673
TOI-6086 b,TOI-6086,1,1,Transit,2024.0,1.3888725,0.003795658,0.01541,,1.18,,0.0,3200.0,0.259,0.254,31.4566,632.5720803,0.006310871,26.57565725
TOI-6109 b,TOI-6109,1,2,Transit,2025.0,5.690476,0.014445136,0.0599,,4.8704,,0.0,5660.0,1.021,1.03,151.738,1126.749489,0.959858155,267.5182496
TOI-6109 c,TOI-6109,1,2,Transit,2025.0,8.538878,0.021712769,0.0786,,4.8326,,0.0,5660.0,1.021,1.03,151.738,983.6248856,0.959858155,155.3681401
TOI-6130 b,TOI-6130,1,1,Transit,2024.0,2.392679,0.005967853,0.036,0.036,14.3474953,333.7198274,0.62259458,6110.0,1.51,1.31,220.882,1908.050707,2.85107463,2199.903264
TOI-615 b,TOI-615,1,1,Transit,2023.0,4.6615983,0.014665955,0.0678,0.39,18.97680433,138.2553571,0.111471624,6850.0,1.732,1.449,360.408,1669.402836,5.925812576,1289.105685
TOI-620 b,TOI-620,1,1,Transit,2022.0,5.0988179,0.013952694,0.04825,0.22,3.76,,0.0,3708.0,0.55,0.577,33.0231,603.6481722,0.051306706,22.03837129
TOI-622 b,TOI-622,1,1,Transit,2023.0,6.402513,0.016440595,0.0708,0.42,9.2362001,96.30200732,0.673452453,6400.0,1.415,1.313,123.297,1379.599549,3.013856884,601.2514133
TOI-6223 b,TOI-6223,1,1,Transit,2025.0,3.855219,0.010557313,0.04018,,5.07,,0.0,3895.0,0.576,0.582,133.122,711.0910559,0.068511688,42.43701224
TOI-6255 b,TOI-6255,1,1,Transit,2024.0,0.23818244,0.0,,0.0,1.079,1.44,6.316111046,3421.0,0.37,0.353,20.3167,,0.016823083,
TOI-628 b,TOI-628,1,1,Transit,2021.0,3.4095675,0.009357354,0.0486,0.072,11.88154,2011.8639,6.608942806,6250.0,1.345,1.311,178.68,1585.384119,2.476592127,1048.532629
TOI-6303 b,TOI-6303,1,1,Transit,2025.0,9.485236,0.026159778,0.0761,0.02,11.59,2493.0,8.823148108,3977.0,0.609,0.644,152.219,542.4795705,0.083242823,14.37399487
TOI-6324 b,TOI-6324,1,1,Transit,2025.0,0.279221,0.0,,0.0,1.059,1.17,5.428121752,3247.0,0.293,0.269,20.5488,,0.008561586,
TOI-6330 b,TOI-6330,1,1,Transit,2025.0,6.8500246,0.018985659,0.05763,0.34,10.89,3179.0,13.56308513,3539.0,0.49,0.531,139.042,497.5832719,0.03379125,10.17435815
TOI-6383 A b,TOI-6383 A,2,1,Transit,2024.0,1.79058695,0.005127305,0.02292,0.05,11.29,331.0,1.267353495,3444.0,0.457,0.458,171.319,741.5243465,0.026361785,50.18172598
TOI-640 b,TOI-640,1,1,Transit,2021.0,5.003777,0.0,,0.013,19.2794468,181.162192,0.139294979,6460.0,2.082,1.536,341.997,,6.773004627,
TOI-6420 b,TOI-6420,1,1,Transit,2025.0,6.961508,0.01914386,0.0753,0.078,11.93756445,2606.192937,8.441331861,6020.0,1.312,1.165,634.712,1211.650593,2.028352749,357.7284927
TOI-6448 b,TOI-6448,1,1,Transit,2025.0,14.844261,0.04671844,0.131,0.2,8.47398941,,0.0,5910.0,0.897,1.03,386.879,745.6920847,0.880693233,51.31945886
TOI-6478 b,TOI-6478,2,1,Transit,2025.0,34.005019,0.079836884,0.1136,,4.6,,0.0,3230.0,0.234,0.23,38.6057,223.528428,0.005347264,0.414357297
TOI-654.01,TOI-654,1,1,Transit,2024.0,1.527561,0.004187332,0.01944,0.0,2.378,8.71,3.568898552,3521.0,0.43,0.419,57.7553,798.4791885,0.025497104,67.46807829
TOI-6628 b,TOI-6628,1,1,Transit,2025.0,18.18424,0.049804815,0.134,0.67,10.98480109,235.1930212,0.977686094,5463.0,1.01,0.97,320.527,723.1875931,0.81518729,45.39915848
TOI-663 b,TOI-663,1,3,Transit,2024.0,2.598902,0.007067266,0.0295,,2.27,4.45,2.096206379,3681.0,0.512,0.514,64.2308,739.4371541,0.043181034,49.61911452
TOI-663 c,TOI-663,1,3,Transit,2024.0,4.6955507,0.012742088,0.0437,,2.26,3.65,1.742284792,3681.0,0.512,0.514,64.2308,607.5353573,0.043181034,22.61154135
TOI-663 d,TOI-663,1,3,Transit,2024.0,7.1027268,0.019282004,0.0576,,1.92,5.2,4.048100224,3681.0,0.512,0.514,64.2308,529.1770913,0.043181034,13.01511695
TOI-6651 b,TOI-6651,1,1,Transit,2024.0,5.056973,0.013846042,0.0633,0.091,5.09,61.0,2.548754977,5940.0,1.721,1.323,212.128,1493.435614,3.308242759,825.6385273
TOI-669 b,TOI-669,1,1,Transit,2023.0,3.945152,0.010937257,0.048,0.0,2.58606487,10.0,3.185908911,5597.0,0.9882,0.9245,142.867,1224.527638,0.859806604,373.1799498
TOI-6692 b,TOI-6692,1,1,Transit,2026.0,131.125,0.358040043,0.512,0.537,11.67975789,197.0536123,0.681450757,5890.0,1.385,1.047,312.903,467.107327,2.071336108,7.901520187
TOI-6695 b,TOI-6695,1,2,Transit,2025.0,80.389,0.220348969,0.402,0.04,9.52763359,66.74396547,0.42521489,6400.0,1.517,1.338,282.536,599.4751934,3.464024121,21.43526225
TOI-6695 c,TOI-6695,1,2,Radial Velocity,2025.0,242.4,0.663190003,0.838,0.022,,460.8511902,,6400.0,1.517,1.338,282.536,415.2046739,3.464024121,4.932792763
TOI-6716 b,TOI-6716,1,1,Transit,2026.0,4.7185898,0.012065174,0.0319,0.88,0.982,,0.0,3110.0,0.231,0.223,18.8873,403.5362149,0.004478735,4.401229343
TOI-672 b,TOI-672,1,1,Transit,2023.0,3.633575,0.0,,,5.2604,,0.0,3765.0,0.5441,0.5399,66.9071,,0.053371231,
TOI-674 b,TOI-674,1,1,Transit,2021.0,1.977143,0.006099375,0.025,0.0,5.25,23.6,0.898639888,3514.0,0.42,0.42,46.0851,694.4930063,0.024132119,38.6113905
TOI-677 b,TOI-677,1,1,Transit,2020.0,11.2365985,0.030906594,0.1041,0.46,13.11450742,392.2002542,0.958083851,6295.0,1.28,1.181,141.812,1064.355805,2.308302527,213.005721
TOI-682.01,TOI-682,1,1,Transit,2021.0,6.8392388,0.018724815,,,3.74186,,0.0,5085.0,1.08,,83.1548,,0.699682787,
TOI-6894 b,TOI-6894,1,1,Transit,2025.0,3.37077196,0.009235838,0.02604,0.029,9.5836785,53.39517238,0.334238815,3007.0,0.2276,0.207,73.8131,428.6576173,0.003799864,5.603845047
TOI-700 b,TOI-700,1,4,Transit,2020.0,9.977219,0.027343805,0.0677,0.075,0.914,,0.0,3459.0,0.421,0.415,31.1265,415.9189942,0.022764404,4.966826074
TOI-700 c,TOI-700,1,4,Transit,2020.0,16.051137,0.043954113,0.0929,0.068,2.6,,0.0,3459.0,0.421,0.415,31.1265,355.0546719,0.022764404,2.637696735
TOI-700 d,TOI-700,1,4,Transit,2020.0,37.42396,0.102436617,0.1633,0.042,1.073,,0.0,3459.0,0.421,0.415,31.1265,267.7996445,0.022764404,0.853658011
TOI-700 e,TOI-700,1,4,Transit,2023.0,27.80978,0.076143555,0.134,0.059,0.953,,0.0,3459.0,0.421,0.415,31.1265,295.631488,0.022764404,1.267788164
TOI-7009 b,TOI-7009,1,1,Transit,2026.0,2.3206612,0.006367788,0.0287,,3.71,,0.0,4080.0,0.564,0.583,184.12,872.1079497,0.079084015,96.01186744
TOI-7041 b,TOI-7041,1,1,Transit,2025.0,9.691,0.0,,0.04,11.43316031,114.4182265,0.421840168,4700.0,4.1,1.07,439.52,,7.359511617,
TOI-712 b,TOI-712,1,3,Transit,2022.0,9.531361,0.026090952,0.07928,0.54,2.049,,0.0,4622.0,0.674,0.732,58.6212,649.8147234,0.186007051,29.59389473
TOI-712 c,TOI-712,1,3,Transit,2022.0,51.69906,0.141480118,0.2447,0.089,2.701,,0.0,4622.0,0.674,0.732,58.6212,369.8744934,0.186007051,3.106429265
TOI-712 d,TOI-712,1,3,Transit,2022.0,84.8396,0.232230969,0.3405,0.073,2.474,,0.0,4622.0,0.674,0.732,58.6212,313.5543353,0.186007051,1.604335432
TOI-7149 b,TOI-7149,1,1,Transit,2025.0,2.65206166,0.007160313,0.02603,0.078,13.2,224.0,0.536633553,3363.0,0.351,0.344,126.126,595.4630535,0.014138767,20.86715375
TOI-715 b,TOI-715,1,1,Transit,2023.0,19.288004,0.050411066,0.083,,1.55,,0.0,3075.0,0.24,0.225,42.4048,252.129216,0.004620541,0.670712853
TOI-7166 b,TOI-7166,1,1,Transit,2025.0,12.92063621,0.035339826,0.06191,0.0,2.01,,0.0,3099.0,0.222,0.19,35.4153,282.9626669,0.004078328,1.064046226
TOI-733 b,TOI-733,1,1,Transit,2023.0,4.884765,0.015712807,0.0618,0.046,1.992,5.72,3.987306543,5585.0,0.949,0.956,75.2092,1055.294136,0.786167316,205.8439156
TOI-7384 b,TOI-7384,1,1,Transit,2026.0,6.2340258,0.016311099,0.0439,0.4,3.56,,0.0,3185.0,0.319,0.318,66.7902,413.9844196,0.009395263,4.875059519
TOI-7510 b,TOI-7510,1,3,Transit,2025.0,11.530869,0.031549657,0.1019,0.0572,7.31,18.1,0.255316007,5720.0,1.035,1.063,249.006,879.0034716,1.028856166,99.08463108
TOI-7510 c,TOI-7510,1,3,Transit,2025.0,22.5687423,0.061783769,0.1595,0.0091,10.81,131.0,0.571407337,5720.0,1.035,1.063,249.006,702.5825169,1.028856166,40.44206193
TOI-7510 d,TOI-7510,1,3,Transit,2025.0,48.864468,0.133963982,0.2672,0.04,10.52,190.0,0.899203483,5720.0,1.035,1.063,249.006,542.824518,1.028856166,14.41058983
TOI-756 b,TOI-756,1,2,Transit,2025.0,1.2392495,0.003398311,0.018,0.0,2.81,9.83,2.441103295,3657.0,0.505,0.505,86.1759,933.9978477,0.04092347,126.307005
TOI-756 c,TOI-756,1,2,Radial Velocity,2025.0,149.4,0.409308809,0.439,0.445,,1287.205048,,3657.0,0.505,0.505,86.1759,189.1254036,0.04092347,0.212345669
TOI-757 b,TOI-757,1,1,Transit,2024.0,17.46819,0.047642523,0.122,0.39,2.5,10.5,3.70272,5278.0,0.78,0.8,60.3418,643.4995544,0.423600632,28.4601338
TOI-762 A b,TOI-762 A,2,1,Transit,2024.0,3.4716826,0.009504887,0.03418,0.083,8.33948164,79.77493016,0.757880723,3266.0,0.425,0.442,98.4458,555.3107679,0.018438791,15.78295488
TOI-763 b,TOI-763,1,2,Transit,2020.0,5.6057,0.015347661,0.06,0.04,2.28,9.79,4.551240125,5450.0,0.897,0.917,95.1274,1016.081577,0.636884596,176.9123879
TOI-763 c,TOI-763,1,2,Transit,2020.0,12.2737,0.033569283,0.1011,0.04,2.63,9.32,2.822931018,5450.0,0.897,0.917,95.1274,782.7600001,0.636884596,62.31009795
TOI-771 b,TOI-771,1,2,Transit,2024.0,2.3260155,0.006395635,0.0208,0.055,1.36,2.47,5.410430554,3370.0,0.232,0.22,25.2788,542.692356,0.006228528,14.39656072
TOI-771 c,TOI-771,1,2,Radial Velocity,2025.0,7.61,0.021034171,0.046,0.065,,2.87,,3370.0,0.232,0.22,25.2788,364.9273859,0.006228528,2.943538767
TOI-776 b,TOI-776,1,2,Transit,2020.0,8.24662,0.022665752,0.0653,0.052,1.798,5.0,4.739718413,3725.0,0.547,0.542,27.1701,519.8461456,0.051685606,12.12113389
TOI-776 c,TOI-776,1,2,Transit,2020.0,15.665323,0.043018125,0.1001,0.089,2.047,6.9,4.432483847,3725.0,0.547,0.542,27.1701,419.8695505,0.051685606,5.158238944
TOI-778 b,TOI-778,1,1,Transit,2023.0,4.633611,0.01242118,0.06,0.21,15.4,878.0,1.324597565,6643.0,1.71,1.4,161.743,1710.008074,5.109037384,1419.177051
TOI-782 b,TOI-782,1,1,Transit,2024.0,8.0240015,0.022054464,0.0578,0.19,2.734,19.1,5.149789002,3370.0,0.413,0.397,52.5122,434.3626621,0.019738291,5.908182201
TOI-784 b,HD 307842,1,1,Transit,2023.0,2.7970365,0.007765237,0.038,0.0,1.93,9.67,7.411500563,5558.0,0.907,0.91,64.5997,1309.308135,0.704333903,487.7658611
TOI-813 b,TOI-813,1,1,Transit,2020.0,83.8911,0.239454821,0.423,0.0,6.71,,0.0,5907.0,1.94,1.32,263.145,609.97092,4.111129841,22.97631933
TOI-815 b,TOI-815,2,2,Transit,2024.0,11.197259,0.03080355,0.0903,0.2,2.94,7.6,1.647870958,4869.0,0.77,0.776,59.7117,685.571477,0.298971919,36.66527088
TOI-815 c,TOI-815,2,2,Transit,2024.0,34.976145,0.096250967,0.193,0.22,2.62,23.5,7.199719673,4869.0,0.77,0.776,59.7117,468.9407366,0.298971919,8.026307247
TOI-824 b,TOI-824,1,1,Transit,2020.0,1.392978,0.003812049,0.02177,,2.926,18.467,4.061860301,4600.0,0.695,0.71,63.9262,1253.23495,0.194039786,409.4245947
TOI-833 b,TOI-833,1,1,Transit,2022.0,1.0418777,0.002863052,0.0171,,1.27,,0.0,3920.0,0.6,0.61,41.7148,1119.631518,0.076266992,260.8221064
TOI-836 b,TOI-836,1,2,Transit,2023.0,3.81673,0.010528193,0.0422,0.053,1.704,4.53,5.044766037,4552.0,0.665,0.678,27.5024,871.3012341,0.170350006,95.65710921
TOI-836.01,TOI-836,1,2,Transit,2021.0,8.59545,0.024944629,0.075,0.078,2.587,9.6,3.05515709,4552.0,0.665,0.678,27.5024,653.5727297,0.170350006,30.28444558
TOI-837 b,TOI-837,1,1,Transit,2020.0,8.3249113,0.024762039,0.0888,,9.16894621,120.4569663,0.861043803,5995.0,1.052,1.142,142.488,994.9518252,1.282561146,162.649281
TOI-849 b,TOI-849,1,1,Transit,2020.0,0.765548,0.001959348,0.0155,0.0,3.64,41.8,4.775553664,5257.0,0.97,0.97,225.734,2005.25438,0.644740908,2683.625008
TOI-858 B b,TOI-858 B,2,1,Transit,2023.0,3.2797178,0.008983128,0.04435,0.15,14.06727078,349.6112477,0.692002165,5842.0,1.308,1.081,250.489,1529.783918,1.787934269,909.0008727
TOI-871 b,TOI-871,1,1,Transit,2024.0,14.362565,0.039303055,0.1054,,1.664,,0.0,4929.0,0.719,0.758,68.0473,620.7467244,0.273768139,24.64345988
TOI-880 c,TOI-880,1,2,Transit,2025.0,6.3872703,0.017155404,0.0635,,4.95,,0.0,5050.0,0.83,0.87,60.6679,880.3493345,0.401986573,99.69286949
TOI-880.02,TOI-880,1,2,Transit,2024.0,2.57571,0.006990022,0.0349,,2.19,,0.0,5050.0,0.83,0.87,60.6679,1187.48789,0.401986573,330.0355276
TOI-892 b,TOI-892,1,1,Transit,2020.0,10.62656,0.024664752,0.092,0.125,11.99363,301.9385,0.964313288,6261.0,1.39,1.28,340.543,1173.461023,2.663754925,314.7158465
TOI-904 b,TOI-904,1,2,Transit,2023.0,10.8772,0.017756381,0.056,,2.426,,0.0,3770.2,0.527,0.557,46.0891,557.6826865,0.050346425,16.05434468
TOI-904 c,TOI-904,1,2,Transit,2023.0,83.9997,0.23350936,0.312,,2.167,,0.0,3770.2,0.527,0.557,46.0891,236.2674414,0.050346425,0.517201111
TOI-905 b,TOI-905,1,1,Transit,2020.0,3.739494,0.010244232,0.04666,0.024,13.125739,211.99261,0.516536515,5570.0,0.918,0.968,158.649,1191.284928,0.72777309,334.2770217
TOI-907.01,TOI-907,1,1,Transit,2024.0,4.5849129,0.012550121,0.055225481,,9.6158851,,0.0,6272.0,2.059789,1.069357,312.529,1846.967026,5.890599792,1931.436807
TOI-908 b,TOI-908,1,1,Transit,2023.0,3.183792,0.008723087,0.041657,0.132,3.186,16.137,2.749394651,5626.0,1.028,0.95,175.748,1347.608584,0.949893663,547.3927109
TOI-912 b,TOI-912,1,1,Transit,2025.0,4.6780691,0.012840669,0.041,0.58,1.93,5.1,3.908857587,3572.0,0.419,0.418,26.1072,550.6022883,0.025642697,15.25442996
TOI-913 b,TOI-913,1,1,Transit,2023.0,11.098644,0.0,,,2.4528,,0.0,4969.0,0.7325,0.82,65.1769,,0.293481747,
TOI-942 b,TOI-942,1,2,Transit,2020.0,4.32421,0.011839197,0.04866,0.34,3.89,,0.0,,0.894,0.822,152.601,0.0,0.0,0.0
TOI-942 c,TOI-942,1,2,Transit,2020.0,10.156272,0.027807392,0.08598,0.32,4.67,,0.0,,0.894,0.822,152.601,0.0,0.0,0.0
TOI-954 b,TOI-954,1,1,Transit,2020.0,3.6849729,0.010088925,0.04963,0.14,9.550068,55.30242,0.349845541,5710.0,1.892,1.201,238.768,1699.949481,3.414102433,1386.079041
TOI-969 b,TOI-969,1,2,Transit,2022.0,1.8237305,0.004995398,0.02636,,2.765,9.1,2.37196122,4435.0,0.671,0.734,77.2554,1078.930971,0.156282153,224.9150802
TOI-969 c,TOI-969,1,2,Radial Velocity,2022.0,1700.0,4.669310786,2.52,0.628,,3591.460999,,4435.0,0.671,0.734,77.2554,110.3484132,0.156282153,0.024609813
TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016.0,1.510826,0.004136857,0.01154,,1.116,1.374,5.446854168,2566.0,0.1192,0.0898,,397.6521674,0.000552674,4.150088435
TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016.0,2.421937,0.006627465,0.0158,,1.097,1.308,5.459331423,2566.0,0.1192,0.0898,,339.8425195,0.000552674,2.213883661
TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016.0,4.049219,0.011090271,0.02227,,0.788,0.388,4.369227636,2566.0,0.1192,0.0898,,286.2504314,0.000552674,1.11436775
TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017.0,6.101013,0.016693624,0.02925,,0.92,0.692,4.896595299,2566.0,0.1192,0.0898,,249.7717537,0.000552674,0.645977257
TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017.0,9.20754,0.025199023,0.03849,,1.045,1.039,5.016701666,2566.0,0.1192,0.0898,,217.7370341,0.000552674,0.373055242
TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017.0,12.352446,0.033818012,0.04683,,1.129,1.321,5.057927393,2566.0,0.1192,0.0898,,197.3986506,0.000552674,0.252011671
TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017.0,18.772866,0.051379817,0.06189,,0.755,0.326,4.173768375,2566.0,0.1192,0.0898,,171.7101695,0.000552674,0.144287266
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,Radial Velocity,2021.0,193.2,0.525774154,0.66,0.08,,1938.763,,4679.0,9.99,1.04,613.422,877.7590182,42.9173608,98.52470339
TYC 1422-614-1 b,TYC 1422-614-1,1,2,Radial Velocity,2014.0,198.4,0.534471702,0.69,0.06,,794.5,,4806.0,6.85,1.15,672.41,730.15655,22.45980901,47.17456208
TYC 1422-614-1 c,TYC 1422-614-1,1,2,Radial Velocity,2014.0,559.3,1.495312386,1.37,0.048,,3178.0,,4806.0,6.85,1.15,672.41,518.1795234,22.45980901,11.96643881
TYC 2187-512-1 b,TYC 2187-512-1,1,1,Radial Velocity,2022.0,691.9,1.909523795,1.22,0.05,,104.8833743,,3734.0,0.495,0.498,15.4744,114.6854905,0.042736357,0.028712952
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018.0,562.0,1.541347752,1.414,0.098,,1086.9786,,4776.0,5.9,1.19,490.61,470.4105983,16.24991695,8.127412954
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016.0,26.468,0.070373336,0.21,0.036,,1716.282,,5130.0,6.26,1.87,477.516,1350.536615,24.35050525,552.1656519
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,Radial Velocity,2017.0,101.54,0.278344606,0.422,0.28,,3426.2074,,4300.0,16.21,0.97,464.128,1285.035768,80.599009,452.5898396
TYC 8998-760-1 b,TYC 8998-760-1,1,2,Imaging,2020.0,,2061.923374,162.0,,,4449.62,,4573.0,,1.0,94.6177,0.0,0.0,0.0
TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020.0,,5724.334022,320.0,,12.3299,1906.98,5.605560887,,,1.0,94.6177,0.0,0.0,0.0
Teegarden's Star b,Teegarden's Star,1,3,Radial Velocity,2019.0,4.90634,0.013383317,0.0259,0.03,,1.16,,3034.0,0.12,0.097,3.83078,314.8964728,0.001094749,1.631981081
Teegarden's Star c,Teegarden's Star,1,3,Radial Velocity,2019.0,11.416,0.031162424,0.0455,0.04,,1.05,,3034.0,0.12,0.097,3.83078,237.5811498,0.001094749,0.528800497
Teegarden's Star d,Teegarden's Star,1,3,Radial Velocity,2024.0,26.13,0.071429705,0.0791,0.07,,0.82,,3034.0,0.12,0.097,3.83078,180.1894818,0.001094749,0.17496923
TrES-1 b,TrES-1,2,1,Transit,2004.0,3.03007,0.0,,0.0,12.66617,266.9772,0.723918766,5230.0,0.85,1.04,159.658,,0.484991868,
TrES-2 b,TrES-2,2,1,Transit,2006.0,2.47063,0.0,,0.0,15.24424,473.5667,0.736572368,5850.0,1.12,1.36,215.32,,1.318103034,
TrES-3 b,TrES-3,1,1,Transit,2007.0,1.30618581,0.003578487,0.02282,0.0,14.975,607.03,0.996004408,5650.0,0.829,0.928,231.337,1642.023513,0.628337099,1206.594725
TrES-4 b,TrES-4,2,1,Transit,2007.0,3.55395,0.0,,0.0,18.04649,247.9074,0.232414304,6200.0,1.66,1.08,515.98,,3.653194407,
TrES-5 b,TrES-5,1,1,Transit,2011.0,1.48224686,0.004062332,0.02459,,13.383546,568.9157,1.307633174,5171.0,0.868,0.901,360.313,1481.380469,0.483311859,799.3010692
UCAC3 113-933 b,UCAC3 113-933,1,1,Imaging,2024.0,,610000.0,6100.0,,,6674.396547,,,,0.61,52.5829,0.0,0.0,0.0
UCAC4 328-061594 b,UCAC4 328-061594,1,1,Imaging,2024.0,,2400805.187,19000.0,,,6674.396547,,,,1.19,39.9089,0.0,0.0,0.0
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,Microlensing,2018.0,,9.495589099,4.18,,,407.0,,,,0.81,6300.0,0.0,0.0,0.0
USco CTIO 108 b,USco CTIO 108,1,1,Imaging,2008.0,,70800.54143,670.0,,,4449.62,,2700.0,,0.06,144.019,0.0,0.0,0.0
USco1556 b,USco1556 A,1,1,Imaging,2019.0,,360450.0554,3500.0,,,4767.45,,3410.0,,0.33,140.635,0.0,0.0,0.0
USco1621 b,USco1621 A,1,1,Imaging,2019.0,,257595.031,2880.0,,,5085.28,,3460.0,,0.36,137.901,0.0,0.0,0.0
UZ For b,UZ For,2,2,Eclipse Timing Variations,2011.0,5840.0,17.12888121,5.9,0.04,,2002.2,,,,0.7,,0.0,0.0,0.0
UZ For c,UZ For,2,2,Eclipse Timing Variations,2011.0,1916.25,5.6,2.8,0.05,,2447.2,,,,0.7,,0.0,0.0,0.0
V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007.0,1170.0,3.134645115,1.7,0.0,,1017.056,,29300.0,0.23,0.5,1195.98,519.6591233,34.97969379,12.10370027
V1298 Tau b,V1298 Tau,3,4,Transit,2019.0,24.140006,0.065948286,0.1685,0.0079,9.41,13.1,0.08662715,4970.0,1.32,1.1,108.199,670.7410407,0.953813066,33.59413452
V1298 Tau c,V1298 Tau,3,4,Transit,2019.0,8.249164,0.022552489,0.0824,0.0094,5.08,4.7,0.197541488,4970.0,1.32,1.1,108.199,959.1603712,0.953813066,140.4781709
V1298 Tau d,V1298 Tau,3,4,Transit,2019.0,12.401394,0.033887708,0.1081,0.0087,6.53,6.0,0.118730776,4970.0,1.32,1.1,108.199,837.4174106,0.953813066,81.62287341
V1298 Tau e,V1298 Tau,3,4,Transit,2019.0,48.677714,0.132950465,0.2689,0.0124,10.17,15.3,0.08014569,4970.0,1.32,1.1,108.199,530.9570991,0.953813066,13.19111975
V2376 Ori b,V2376 Ori,1,1,Imaging,2025.0,,891.8283343,71.0,,87.20586985,6356.56814,0.052812552,,,0.45,,0.0,0.0,0.0
V830 Tau b,V830 Tau,1,1,Radial Velocity,2016.0,4.927,0.013608563,0.057,,,222.481,,4250.0,2.0,1.0,130.111,1213.886212,1.170861596,360.3759914
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,Imaging,2015.0,5800000.0,15879.53457,350.0,0.68,13.67495645,5085.254512,10.95686818,,,,,0.0,0.0,0.0
WASP-1 b,WASP-1,2,1,Transit,2007.0,2.5199454,0.006887254,0.03889,0.0,16.623,271.415,0.325579633,,1.47,1.24,393.072,0.0,0.0,0.0
WASP-10 b,WASP-10,1,1,Transit,2008.0,3.0927616,0.008489447,0.03781,,12.106,1001.12,3.109107424,4675.0,0.698,0.75,140.998,968.5397881,0.208798395,146.0541163
WASP-100 b,WASP-100,2,1,Transit,2014.0,2.84938,0.0,,0.0,14.90797,400.4658,0.665980482,6900.0,1.57,0.77,364.411,,5.012859331,
