pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_orbeccen,st_teff,sy_snum,P_ESI
Kepler-1884 b,1.81406781,3.9499999999999886,864.0,0.08450000000000024,0.0,5984.0,1.0,0.26900881
Kepler-1885 b,1.51110555,2.8899999999999864,1205.0,0.03599999999999959,0.0,5591.0,1.0,0.28108768
Kepler-1886 b,2.58158428,7.180000000000007,580.0,0.16000000000000014,0.0,5745.0,1.0,0.27297729
Kepler-1887 b,2.92454357,8.879999999999995,625.0,0.14210000000000012,0.0,5749.0,1.0,0.2506963
Kepler-1888 b,1.32578716,2.319999999999993,886.0,0.09560000000000013,0.0,5557.0,1.0,0.29137092
Kepler-1889 b,2.94360686,8.980000000000018,493.0,0.20819999999999972,0.0,5646.0,1.0,0.24378412
Kepler-189 b,1.21,1.920000000000016,678.0,0.08800000000000008,0.0,5235.0,1.0,0.31963816
Kepler-189 c,2.38,22.69999999999999,544.0,0.13700000000000045,0.0,5235.0,1.0,0.3012085
Kepler-1890 b,0.8686737500000001,0.5869999999999891,1328.0,0.05712000000000028,0.0,6046.0,1.0,0.29357235
Kepler-1891 b,1.5213915599999996,2.930000000000007,1017.0,0.0472999999999999,0.0,5516.0,1.0,0.28320419
Kepler-1892 b,1.83707938,4.029999999999973,822.0,0.06329999999999991,0.0,5383.0,1.0,0.27353688
Kepler-1893 b,1.7055744500000003,3.5500000000000114,1194.0,0.05039999999999978,0.0,5633.0,1.0,0.27162343
Kepler-1894 b,1.2011775899999995,1.8700000000000045,1231.0,0.03849999999999998,0.0,5772.0,1.0,0.29382719
Kepler-1894 c,1.21,1.920000000000016,1007.0,0.057599999999999874,0.0,5772.0,1.0,0.29835195
Kepler-1895 b,2.11934728,5.139999999999986,789.0,0.061499999999999666,0.0,5076.0,1.0,0.25725199
Kepler-1896 b,3.09935997,9.800000000000011,536.0,0.25290000000000035,0.0,6122.0,1.0,0.25681911
Kepler-1897 b,2.81407954,8.319999999999993,505.0,0.1546000000000003,0.0,5165.0,1.0,0.28697126
Kepler-1898 b,0.9335352300000004,0.7599999999999909,1167.0,0.05062999999999995,0.0,5702.0,1.0,0.29906686
Kepler-1899 b,1.5509829200000005,3.019999999999982,851.0,0.045700000000000074,0.0,4791.0,1.0,0.29001487
Kepler-19 b,2.209,6.100000000000023,851.0,0.08460000000000001,0.41,5541.0,1.0,0.2567577
Kepler-19 c,3.68,13.100000000000023,814.858,0.17657369959999958,0.21,5544.0,1.0,0.23900404
Kepler-19 d,5.06,22.5,998.874,0.10875199999999996,0.05,5544.0,1.0,0.28659839
Kepler-190 b,1.5600000000000005,3.0500000000000114,1166.0,0.03000000000000025,0.0,5106.0,1.0,0.27959642
Kepler-190 c,1.46,2.730000000000018,948.0,0.04499999999999993,0.0,5106.0,1.0,0.28836345
Kepler-1900 b,1.6231467599999996,3.269999999999982,1356.0,0.041999999999999815,0.0,6173.0,1.0,0.2746827
Kepler-1901 b,1.4741890700000004,2.769999999999982,1132.0,0.04530000000000012,0.0,5696.0,1.0,0.28289594
Kepler-1902 b,1.17563613,1.740000000000009,601.0,0.03849999999999998,0.0,3729.0,1.0,0.31741389
Kepler-1903 b,2.28642395,5.850000000000023,769.0,0.13210000000000033,0.0,6347.0,1.0,0.25228585
Kepler-1904 b,1.3904994000000004,2.509999999999991,567.0,0.04359999999999964,0.0,3805.0,1.0,0.3342685
Kepler-1905 b,1.4460734000000004,2.6899999999999977,1212.0,0.045099999999999696,0.0,5788.0,1.0,0.28422553
Kepler-1906 b,2.77615754,8.129999999999995,901.0,0.07380000000000031,0.0,5868.0,1.0,0.22256273
Kepler-1907 b,0.8697302899999997,0.5889999999999986,856.0,0.0544399999999996,0.0,5159.0,1.0,0.30992488
Kepler-1907 c,1.1554704400000002,1.6299999999999955,620.0,0.10371000000000041,0.0,5159.0,1.0,0.35671163
Kepler-1909 b,1.0921741100000002,1.329999999999984,1031.0,0.03059999999999974,0.0,4935.0,1.0,0.29717579
Kepler-191 b,1.3399999999999999,2.3600000000000136,722.0,0.08699999999999974,0.0,5282.0,1.0,0.31240772
Kepler-191 c,1.8600000000000003,4.1200000000000045,596.0,0.1280000000000001,0.0,5282.0,1.0,0.31663035
Kepler-191 d,2.2800000000000002,5.819999999999993,857.0,0.061040000000000205,0.0,5215.0,1.0,0.25309236
Kepler-1910 b,1.1840000000000002,1.7799999999999727,645.0,0.053600000000000314,0.0,4234.0,1.0,0.32379322
Kepler-1911 b,1.0110000000000001,1.009999999999991,987.0,0.0636000000000001,0.0,5721.0,1.0,0.29969545
Kepler-1912 b,1.3567050800000002,2.410000000000025,976.0,0.06489000000000011,0.0,5734.0,1.0,0.29132933
Kepler-1913 b,1.51852059,2.920000000000016,818.0,0.12089999999999979,0.0,6214.0,1.0,0.3006298
Kepler-1914 b,2.9429803,8.970000000000027,585.0,0.19540000000000024,0.0,5982.0,1.0,0.25076132
Kepler-1915 b,3.21798413,10.399999999999977,809.0,0.11399999999999988,0.0,6020.0,1.0,0.21503485
Kepler-1916 b,2.6175723500000005,7.350000000000023,635.0,0.20530000000000026,0.0,6246.0,1.0,0.25767204
Kepler-1917 b,1.8897128800000003,4.230000000000018,675.0,0.10299999999999976,0.0,5530.0,1.0,0.28783599
Kepler-1918 b,2.2976302299999998,5.889999999999986,497.0,0.25239999999999974,0.0,5889.0,1.0,0.38806243
Kepler-1919 b,2.6239065799999994,7.3799999999999955,479.0,0.2107000000000001,0.0,5513.0,1.0,0.32305518
Kepler-192 b,2.74,7.949999999999989,803.0,0.08999999999999986,0.0,5479.0,1.0,0.23285711
Kepler-192 c,2.79,8.199999999999989,623.0,0.15000000000000036,0.0,5479.0,1.0,0.25256908
Kepler-192 d,1.0200000000000005,1.0400000000000205,926.0,0.0686,0.0,5487.0,1.0,0.30065053
Kepler-1920 b,2.95415848,9.029999999999973,660.0,0.20429999999999993,0.0,6277.0,1.0,0.25167673
Kepler-1921 b,2.89459458,8.720000000000027,967.0,0.15864999999999974,0.0,6120.0,1.0,0.21844411
Kepler-1921 c,1.4100000000000001,2.569999999999993,1791.0,0.045399999999999885,0.0,6120.0,1.0,0.2831826
Kepler-1922 b,2.2906490400000004,5.860000000000014,740.0,0.10770000000000035,0.0,5931.0,1.0,0.25109501
Kepler-1923 b,1.95958179,4.5,553.0,0.2846000000000002,0.0,5881.0,1.0,0.31408517
Kepler-1924 b,2.65446572,7.529999999999973,821.0,0.12159999999999993,0.0,5726.0,1.0,0.23051212
Kepler-1925 b,3.00177922,9.279999999999973,531.0,0.2587999999999999,0.0,5856.0,1.0,0.24467046
Kepler-1926 b,2.31495961,5.970000000000027,450.99999999999994,0.21969999999999956,0.0,5256.0,1.0,0.46318998
Kepler-1927 b,3.40627075,11.5,677.0,0.3873300000000004,0.0,6056.0,1.0,0.22449883
Kepler-1928 b,1.992,4.6299999999999955,621.0,0.19399999999999995,0.43,5720.0,1.0,0.30891051
Kepler-1929 b,3.07250761,9.649999999999977,566.0,0.3088300000000004,0.0,5786.0,1.0,0.23450949
Kepler-193 b,2.39,6.300000000000011,979.0,0.10599999999999987,0.0,6335.0,1.0,0.24732056
Kepler-193 c,2.75,8.0,595.0,0.2859999999999996,0.0,6335.0,1.0,0.2969245
Kepler-1930 b,1.5295554099999995,2.9499999999999886,643.0,0.10233000000000025,0.0,5083.0,1.0,0.32248576
Kepler-1931 b,2.65323514,7.529999999999973,619.0,0.23329000000000022,0.0,6167.0,1.0,0.24736479
Kepler-1932 b,1.51482218,2.910000000000025,1891.0,0.012299999999999756,0.0,5278.0,1.0,0.27869176
Kepler-1933 b,1.1798408900000004,1.759999999999991,1058.0,0.05604999999999993,0.0,5661.0,1.0,0.29625688
Kepler-1934 b,0.9130773400000001,0.7019999999999982,1700.0,0.024659999999999904,0.0,5925.0,1.0,0.29282335
Kepler-1935 b,2.5027169599999994,6.819999999999993,1083.0,0.046299999999999564,0.0,5570.0,1.0,0.23246092
Kepler-1936 b,3.16615594,10.199999999999989,524.0,0.5266200000000003,0.0,6501.0,1.0,0.32206844
Kepler-1937 b,3.0229133,9.389999999999986,1014.0,0.09149999999999991,0.0,6457.0,1.0,0.21542256
Kepler-1938 b,1.8282892700000004,4.0,527.0,0.09379999999999988,0.0,4522.0,1.0,0.31436755
Kepler-1939 b,1.1648077299999997,1.6800000000000068,816.0,0.03340000000000032,0.0,4353.0,1.0,0.30088024
Kepler-194 b,1.5099999999999998,2.8899999999999864,1648.0,0.03200000000000003,0.0,6089.0,1.0,0.27972852
Kepler-194 c,2.59,7.220000000000027,815.0,0.13100000000000023,0.0,6089.0,1.0,0.24638433
Kepler-194 d,2.4,6.350000000000023,562.0,0.27500000000000036,0.0,6089.0,1.0,0.31824944
Kepler-1940 b,1.54732469,3.009999999999991,885.0,0.05250000000000021,0.0,5431.0,1.0,0.28578737
Kepler-1941 b,2.6497694900000006,7.509999999999991,666.0,0.20540000000000003,0.0,6404.0,1.0,0.24356649
Kepler-1942 b,2.1170287,5.1299999999999955,1012.0,0.051599999999999646,0.0,5834.0,1.0,0.25305894
Kepler-1943 b,1.5486918900000002,3.019999999999982,1098.0,0.05975000000000019,0.0,6032.0,1.0,0.27829442
Kepler-1944 b,2.75971163,8.050000000000011,801.0,0.0918000000000001,0.0,5585.0,1.0,0.23217329
Kepler-1945 b,1.2889999999999997,2.2099999999999795,808.0,0.05970000000000031,0.0,4991.0,1.0,0.30094782
Kepler-1946 b,2.48812698,6.75,1143.0,0.03939999999999966,0.0,5505.0,1.0,0.23506309
Kepler-1947 b,1.0101665999999998,1.009999999999991,1298.0,0.07375000000000043,0.0,6040.0,1.0,0.29839956
Kepler-1948 b,1.0328322600000002,1.089999999999975,399.0,0.10219999999999985,0.0,3872.0,1.0,0.3926923
Kepler-1949 b,2.2196454100000005,5.560000000000002,1709.0,0.035199999999999676,0.0,6028.0,1.0,0.24415866
Kepler-195 b,2.03,4.779999999999973,751.0,0.07699999999999996,0.0,5329.0,1.0,0.27135903
Kepler-195 c,1.5499999999999998,3.019999999999982,469.0,0.19700000000000006,0.0,5329.0,1.0,0.39068475
Kepler-1950 b,1.52696349,2.9499999999999886,752.0,0.0871000000000004,0.0,5455.0,1.0,0.2950023
Kepler-1951 b,2.32107188,6.0,728.0,0.1435000000000004,0.0,5468.0,1.0,0.24748113
Kepler-1952 b,1.2392334600000003,2.069999999999993,725.0,0.17239999999999966,0.0,5973.0,1.0,0.3099381
Kepler-1953 b,1.28574667,2.1999999999999886,731.0,0.060699999999999754,0.0,4858.0,1.0,0.30908979
Kepler-1954 b,1.8023593399999998,3.8999999999999773,949.0,0.0625,0.0,5840.0,1.0,0.26926891
Kepler-1955 b,1.1665487800000003,1.6899999999999977,853.0,0.11958999999999964,0.0,5825.0,1.0,0.30207098
Kepler-1956 b,1.0894023800000001,1.3199999999999932,674.0,0.05630000000000024,0.0,4391.0,1.0,0.3402365
Kepler-1957 b,0.9437486699999997,0.7900000000000205,1099.0,0.029899999999999594,0.0,4904.0,1.0,0.29762483
Kepler-1958 b,2.05124311,4.860000000000014,806.0,0.08560000000000034,0.0,5749.0,1.0,0.2618556
Kepler-1959 b,1.1431572699999997,1.5699999999999932,811.0,0.06170000000000009,0.0,5071.0,1.0,0.30714053
Kepler-196 b,1.9,4.269999999999982,536.0,0.1379999999999999,0.0,5128.0,1.0,0.32008227
Kepler-196 c,2.24,5.649999999999977,406.99999999999994,0.2400000000000002,0.0,5128.0,1.0,0.40414411
Kepler-196 d,2.66065673,7.560000000000002,297.0,0.45450000000000035,0.0,5132.0,1.0,0.60077474
Kepler-1960 b,1.3074970400000003,2.259999999999991,1547.0,0.0354000000000001,0.0,6371.0,1.0,0.28760043
Kepler-1961 b,1.6187807999999997,3.25,866.0,0.05879999999999974,0.0,5401.0,1.0,0.28233424
Kepler-1962 b,1.21463929,1.9499999999999886,901.0,0.07829999999999959,0.0,5700.0,1.0,0.30090589
Kepler-1963 b,0.7443702300000004,0.3369999999999891,1448.0,0.029149999999999565,0.0,5726.0,1.0,0.287568
Kepler-1964 b,1.7810587,3.829999999999984,986.0,0.03219999999999956,0.0,4803.0,1.0,0.27154566
Kepler-1965 b,1.3541513800000002,2.3999999999999773,492.0,0.22970999999999986,0.0,5852.0,1.0,0.36779088
Kepler-1966 b,1.10479327,1.3899999999999864,733.0,0.07629999999999981,0.0,5009.0,1.0,0.32171506
Kepler-1967 b,0.7302257699999997,0.3149999999999977,1086.0,0.06686000000000014,0.0,4970.0,1.0,0.31162826
Kepler-1968 b,1.50004034,2.8600000000000136,744.0,0.06960000000000122,0.0,5008.0,1.0,0.30823588
Kepler-1969 b,1.68161001,3.4700000000000273,999.0,0.07169999999999987,0.0,6046.0,1.0,0.28099121
Kepler-197 b,1.0200000000000005,1.0400000000000205,1142.0,0.05999999999999961,0.020000000000000004,6004.0,2.0,0.29590487
Kepler-197 c,1.2299999999999995,5.300000000000011,930.0,0.08999999999999986,0.08,6004.0,2.0,0.29592155
Kepler-197 d,1.2199999999999998,1.9800000000000182,810.0,0.11899999999999977,0.03,6004.0,2.0,0.30127592
Kepler-197 e,0.9100000000000001,0.6929999999999836,691.0,0.1639999999999997,0.38,6004.0,2.0,0.31287736
Kepler-1972 b,0.8020000000000005,2.019999999999982,1084.0,0.08005999999999958,0.067,5818.0,1.0,0.29277453
Kepler-1972 c,0.8680000000000003,2.1100000000000136,1215.0,0.10493000000000041,0.043,5818.0,1.0,0.2988486
Kepler-1976 b,12.21,408.407766732,1103.0,0.05649999999999977,0.0,5712.0,1.0,0.075724702
Kepler-1977 b,1.6600000000000001,3.3899999999999864,798.0,0.04860000000000042,0.0,4805.0,1.0,0.28728207
Kepler-1978 b,2.67,7.610000000000014,676.0,0.09139999999999926,0.0,5251.0,1.0,0.24407547
Kepler-1979 b,29.330000000000002,1651.68842266,683.0,0.1383000000000001,0.0,5942.0,1.0,0.056118098
Kepler-198 b,2.82,8.350000000000023,655.0,0.13100000000000023,0.0,5574.0,1.0,0.24417775
Kepler-198 c,2.47,6.660000000000025,465.0,0.25900000000000034,0.0,5574.0,1.0,0.33397985
Kepler-198 d,1.5300000000000002,2.9599999999999795,1562.0,0.023419999999999774,0.0,5636.0,1.0,0.27847662
Kepler-1980 b,2.2099999999999995,5.519999999999982,564.0,0.2049000000000003,0.0,5819.0,1.0,0.27658144
Kepler-1981 b,9.23,62.5,390.0,1.3292000000000002,0.0,5874.0,1.0,0.43112913
Kepler-1982 b,0.7700000000000005,0.3809999999999718,1282.0,0.05109999999999992,0.0,6202.0,1.0,0.28850515
Kepler-1983 b,2.33,6.0400000000000205,807.0,0.06890000000000018,0.0,5135.0,1.0,0.25714767
Kepler-1984 b,6.81,37.30000000000001,675.0,0.0237999999999996,0.0,3638.0,1.0,0.14088464
Kepler-1985 b,2.2700000000000005,5.769999999999982,1129.0,0.04260000000000108,0.0,5370.0,1.0,0.24484453
Kepler-1986 b,1.8899999999999997,4.230000000000018,579.0,0.13070000000000004,0.0,5549.0,1.0,0.31687209
Kepler-1987 b,1.2299999999999995,2.0400000000000205,997.0,0.031799999999999606,0.0,4769.0,1.0,0.29499336
Kepler-1987 c,1.33,2.329999999999984,860.0,0.04269999999999996,0.0,4769.0,1.0,0.2963013
Kepler-1987 d,2.66,7.560000000000002,744.0,0.05710000000000015,0.0,4769.0,1.0,0.24063736
Kepler-1987 e,1.9200000000000004,4.350000000000023,643.0,0.07650000000000023,0.0,4769.0,1.0,0.29039161
Kepler-1988 b,1.5300000000000002,2.9599999999999795,1105.0,0.10379999999999967,0.0,6033.0,1.0,0.28143754
Kepler-1989 b,4.62,19.30000000000001,904.0,0.0918000000000001,0.0,6032.0,1.0,0.16413947
Kepler-199 b,3.11,9.850000000000023,595.0,0.15800000000000036,0.0,5644.0,1.0,0.24298013
Kepler-199 c,3.25,10.600000000000023,420.0,0.31599999999999984,0.0,5644.0,1.0,0.33457004
Kepler-1990 b,3.27,10.699999999999989,1554.0,0.02859999999999996,0.0,5751.0,1.0,0.19996268
Kepler-1990 c,0.9799999999999995,0.9039999999999964,1170.0,0.05039999999999978,0.0,5751.0,1.0,0.29559565
Kepler-1991 b,1.4699999999999998,2.759999999999991,760.0,0.1064999999999996,0.0,5478.0,1.0,0.30011222
Kepler-1991 c,2.5699999999999994,7.1299999999999955,634.0,0.15280000000000005,0.0,5478.0,1.0,0.26498108
Kepler-1992 b,0.9100000000000001,0.6929999999999836,637.0,0.11690000000000023,0.0,5383.0,1.0,0.31154576
Kepler-1993 b,4.15,16.100000000000023,903.0,0.19430000000000014,0.0,5159.0,1.0,0.17864345
Kepler-1994 b,0.5099999999999998,0.08699999999998909,1032.0,0.052999999999999936,0.0,5495.0,1.0,0.26074304
Kepler-1995 b,4.28,16.899999999999977,375.0,0.32589999999999986,0.0,5029.0,1.0,0.45880417
Kepler-1996 b,2.26,5.730000000000018,392.0,0.17889999999999961,0.0,4580.0,1.0,0.40572154
Kepler-1996 c,2.81,8.300000000000011,276.0,0.36080000000000023,0.0,4580.0,1.0,0.6180295
Kepler-1997 b,2.2800000000000002,5.819999999999993,660.0,0.18149999999999977,0.0,6215.0,1.0,0.27212036
Kepler-1998 b,0.5999999999999996,0.1560000000000059,1187.0,0.04049999999999976,0.0,5640.0,1.0,0.27374549
Kepler-1999 b,3.29,10.800000000000011,577.0,0.07129999999999992,0.0,4406.0,1.0,0.23471423
Kepler-20 b,1.7729999999999997,9.699999999999989,1187.0,0.04565000000000019,0.083,5495.0,2.0,0.27005684
Kepler-20 c,2.894,11.100000000000023,828.0,0.09360000000000035,0.076,5495.0,2.0,0.22968739
Kepler-20 d,2.6060000000000003,13.399999999999977,430.0,0.3474000000000004,0.082,5495.0,2.0,0.41281715
Kepler-20 e,0.8209999999999997,0.7599999999999909,1004.0,0.06369999999999987,0.092,5495.0,2.0,0.29775091
Kepler-20 f,0.952,1.3999999999999773,681.0,0.13870000000000005,0.094,5495.0,2.0,0.33119244
Kepler-20 g,4.71,19.95999999999998,524.0,0.2054999999999998,0.15,5495.0,2.0,0.22720626
Kepler-200 b,2.1300000000000003,5.180000000000007,854.0,0.08000000000000007,0.0,5678.0,1.0,0.25652262
Kepler-200 c,1.5899999999999999,3.1499999999999773,806.0,0.08999999999999986,0.0,5678.0,1.0,0.28565284
Kepler-2000 b,2.73,7.899999999999977,530.0,0.056199999999999584,0.0,3757.0,1.0,0.26445684
Kepler-2000 c,1.5700000000000003,3.089999999999975,359.0,0.1227999999999998,0.0,3757.0,1.0,0.47479902
Kepler-2001 b,1.04,1.1200000000000045,1402.0,0.019700000000000273,0.0,5081.0,1.0,0.29468383
Kepler-2001 c,1.8200000000000003,3.9700000000000273,597.0,0.10839999999999961,0.0,5081.0,1.0,0.31729858
Kepler-201 b,2.46,6.6200000000000045,683.0,0.17499999999999982,0.0,6065.0,1.0,0.25014544
Kepler-201 c,2.85,8.5,378.0,0.5730000000000004,0.0,6065.0,1.0,0.37422124
Kepler-202 b,1.63,3.2900000000000205,802.0,0.04499999999999993,0.0,4668.0,1.0,0.28487864
Kepler-202 c,1.8499999999999996,4.079999999999984,505.0,0.11300000000000043,0.0,4668.0,1.0,0.3330147
Kepler-203 b,2.5699999999999994,7.1299999999999955,1308.0,0.04300000000000015,0.0,5821.0,1.0,0.22945995
Kepler-203 c,2.47,749.9,1096.0,0.06099999999999994,0.0,5821.0,1.0,0.2359491
Kepler-203 d,1.4400000000000004,33.89999999999998,855.0,0.09999999999999964,0.0,5821.0,1.0,0.29260489
Kepler-204 b,2.53,6.939999999999998,828.0,0.11699999999999999,0.0,5812.0,1.0,0.24566606
Kepler-204 c,1.79,3.8600000000000136,683.0,0.17300000000000004,0.0,5812.0,1.0,0.30198855
Kepler-205 b,1.5099999999999998,2.8899999999999864,757.0,0.03200000000000003,0.0,4321.0,1.0,0.2911463
Kepler-205 c,1.6400000000000001,3.329999999999984,389.0,0.12199999999999989,0.0,4321.0,1.0,0.43397248
Kepler-206 b,1.2000000000000002,1.8700000000000045,983.0,0.07800000000000029,0.0,5764.0,1.0,0.29700362
Kepler-206 c,1.7700000000000005,3.7799999999999727,825.0,0.11099999999999977,0.0,5764.0,1.0,0.27976824
Kepler-206 d,1.1900000000000004,1.8100000000000023,681.0,0.16300000000000026,0.0,5764.0,1.0,0.32042143
Kepler-207 b,1.5700000000000003,3.089999999999975,1930.0,0.028999999999999915,0.0,5920.0,1.0,0.27604989
Kepler-207 c,1.5,2.8600000000000136,1556.0,0.043999999999999595,0.0,5920.0,1.0,0.27967436
Kepler-207 d,3.31,11.0,1254.0,0.06799999999999962,0.0,5920.0,1.0,0.19941826
Kepler-208 b,1.63,3.2900000000000205,1379.0,0.05400000000000027,0.0,6092.0,1.0,0.27485465
Kepler-208 c,1.3899999999999997,2.509999999999991,1141.0,0.07899999999999974,0.0,6092.0,1.0,0.28780362
Kepler-208 d,1.2000000000000002,1.8700000000000045,999.0,0.10299999999999976,0.0,6092.0,1.0,0.29727403
Kepler-208 e,1.4799999999999995,2.7900000000000205,880.0,0.13199999999999967,0.0,6092.0,1.0,0.29154234
Kepler-209 b,2.26,5.730000000000018,668.0,0.12199999999999989,0.0,5513.0,1.0,0.2677522
Kepler-209 c,3.1,9.800000000000011,486.0,0.23099999999999987,0.0,5513.0,1.0,0.28856327
Kepler-21 b,1.6390000000000002,7.5,2015.0,0.043400000000000105,0.0,6305.0,2.0,0.27295833
Kepler-210 b,2.94,8.95999999999998,737.0,0.03200000000000003,0.0,4559.0,1.0,0.21993962
Kepler-210 c,3.62,12.800000000000011,497.0,0.07000000000000028,0.0,4559.0,1.0,0.22363277
Kepler-211 b,1.2599999999999998,2.1299999999999955,954.0,0.04800000000000004,0.0,5123.0,1.0,0.29655699
Kepler-211 c,1.29,18.30000000000001,841.0,0.06200000000000028,0.0,5123.0,1.0,0.30106478
Kepler-212 b,1.0899999999999999,1.3199999999999932,830.0,0.133,0.0,5852.0,1.0,0.30250959
Kepler-212 c,2.74,7.949999999999989,664.0,0.20699999999999985,0.0,5852.0,1.0,0.24239093
Kepler-213 b,1.62,3.259999999999991,1326.0,0.03599999999999959,0.0,5696.0,1.0,0.27483927
Kepler-213 c,2.34,6.079999999999984,1060.0,0.057000000000000384,0.0,5696.0,1.0,0.24162766
Kepler-214 b,2.61,7.319999999999993,758.0,0.1299999999999999,0.0,6169.0,1.0,0.2324473
Kepler-214 c,2.1300000000000003,5.180000000000007,619.0,0.19399999999999995,0.0,6169.0,1.0,0.26346069
Kepler-215 b,1.62,3.259999999999991,784.0,0.08399999999999963,0.0,5739.0,1.0,0.28595448
Kepler-215 c,1.7700000000000005,3.7799999999999727,675.0,0.11300000000000043,0.0,5739.0,1.0,0.28845768
Kepler-215 d,2.39,23.600000000000023,527.0,0.1849999999999996,0.0,5739.0,1.0,0.29150162
Kepler-215 e,1.75,3.7099999999999795,405.0,0.31400000000000006,0.0,5739.0,1.0,0.4214819
Kepler-216 b,2.3499999999999996,6.1200000000000045,1069.0,0.07899999999999974,0.0,6091.0,1.0,0.24011457
Kepler-216 c,3.04,9.480000000000018,814.0,0.13600000000000012,0.0,6091.0,1.0,0.21489529
Kepler-217 b,2.23,5.600000000000023,1413.0,0.06500000000000039,0.0,6171.0,1.0,0.24434166
Kepler-217 c,1.8499999999999996,4.079999999999984,1208.0,0.08900000000000041,0.0,6171.0,1.0,0.26400295
Kepler-217 d,1.3200000000000003,2.3000000000000114,1574.0,0.05339999999999989,0.0,6341.0,1.0,0.28682781
Kepler-218 b,1.4799999999999995,2.7900000000000205,1156.0,0.04600000000000026,0.0,5502.0,1.0,0.28264207
Kepler-218 c,3.14,10.0,500.0,0.24800000000000022,0.0,5502.0,1.0,0.27445553
Kepler-218 d,2.66,7.560000000000002,356.0,0.4988400000000004,0.0,5542.0,1.0,0.45475209
Kepler-219 b,2.95,9.009999999999991,1307.0,0.057000000000000384,0.0,5786.0,1.0,0.21393304
Kepler-219 c,3.58,12.5,766.0,0.16500000000000004,0.0,5786.0,1.0,0.20849649
Kepler-219 d,2.81,19.100000000000023,598.0,0.27200000000000024,0.0,5786.0,1.0,0.27192483
Kepler-22 b,2.1,9.100000000000023,279.0,0.8120000000000003,0.72,5596.0,1.0,0.7216326
Kepler-220 b,0.8099999999999996,0.45699999999999363,759.0,0.04600000000000026,0.0,4632.0,1.0,0.30298029
Kepler-220 c,1.5700000000000003,3.089999999999975,586.0,0.07599999999999962,0.0,4632.0,1.0,0.31247306
Kepler-220 d,0.9799999999999995,0.9039999999999964,401.00000000000006,0.16300000000000026,0.0,4632.0,1.0,0.45109952
Kepler-220 e,1.33,2.329999999999984,341.0,0.22599999999999998,0.0,4632.0,1.0,0.5571803
Kepler-221 b,1.7099999999999995,5.955750000000023,1090.0,0.03699999999999992,0.0,5243.0,1.0,0.27375844
Kepler-221 c,2.93,9.300000000000011,860.0,0.05900000000000016,0.0,5243.0,1.0,0.22331179
Kepler-221 d,2.73,3.6100000000000136,712.0,0.08699999999999974,0.0,5243.0,1.0,0.24461063
Kepler-221 e,2.6300000000000003,7.867059999999981,582.0,0.1299999999999999,0.0,5243.0,1.0,0.27748684
Kepler-222 b,3.16,10.100000000000023,1004.0,0.04800000000000004,0.0,5433.0,1.0,0.20951576
Kepler-222 c,4.64,19.399999999999977,734.0,0.09100000000000019,0.0,5433.0,1.0,0.17935184
Kepler-222 d,3.69,13.199999999999989,522.0,0.17999999999999972,0.0,5433.0,1.0,0.26422929
Kepler-223 b,2.99,7.399999999999977,1042.0,0.0752499999999996,0.078,5803.0,1.0,0.21288656
Kepler-223 c,3.44,5.100000000000023,947.0,0.09116999999999997,0.15,5803.0,1.0,0.19750968
Kepler-223 d,5.24,8.0,827.0,0.11955999999999989,0.037,5803.0,1.0,0.15221979
Kepler-223 e,4.6,4.800000000000011,751.0,0.14480999999999966,0.051,5803.0,1.0,0.16996651
Kepler-224 b,1.3899999999999997,2.509999999999991,937.0,0.038000000000000256,0.0,5018.0,1.0,0.29009134
Kepler-224 c,3.12,9.910000000000025,758.0,0.05800000000000072,0.0,5018.0,1.0,0.21840566
Kepler-224 d,2.3,5.899999999999977,610.0,0.08900000000000041,0.0,5018.0,1.0,0.27306638
Kepler-224 e,1.9699999999999998,4.5400000000000205,517.0,0.12399999999999967,0.0,5018.0,1.0,0.32009119
Kepler-225 b,1.2000000000000002,1.8700000000000045,579.0,0.05600000000000005,0.0,3682.0,1.0,0.33241
Kepler-225 c,1.8399999999999999,4.0400000000000205,412.0,0.11099999999999977,0.0,3682.0,1.0,0.4085451
Kepler-226 b,1.5499999999999998,24.0,1018.0,0.04699999999999971,0.0,5571.0,1.0,0.28190623
Kepler-226 c,2.2700000000000005,45.19999999999999,919.0,0.05800000000000072,0.0,5571.0,1.0,0.24907454
Kepler-226 d,1.2199999999999998,1.9800000000000182,800.0,0.07599999999999962,0.0,5571.0,1.0,0.30338202
Kepler-227 b,3.11,9.850000000000023,793.0,0.08999999999999986,0.0,5854.0,1.0,0.21844613
Kepler-227 c,3.04,9.480000000000018,442.99999999999994,0.29000000000000004,0.0,5854.0,1.0,0.33106449
Kepler-228 b,1.5300000000000002,2.9599999999999795,1360.0,0.038000000000000256,0.0,6043.0,1.0,0.27909047
Kepler-228 c,2.6999999999999997,7.75,1160.0,0.0519999999999996,0.0,6043.0,1.0,0.22451262
Kepler-228 d,4.04,15.399999999999977,835.0,0.10099999999999998,0.0,6043.0,1.0,0.18369372
Kepler-229 b,2.1999999999999997,5.480000000000018,823.0,0.06200000000000028,0.0,5120.0,1.0,0.26211915
Kepler-229 c,4.92,21.5,600.0,0.11699999999999999,0.0,5120.0,1.0,0.2043432
Kepler-229 d,3.8500000000000005,14.199999999999989,439.0,0.21999999999999975,0.0,5120.0,1.0,0.3462766
