pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_orbeccen,st_teff,sy_snum,P_ESI
HD 49674 b,6.2,31.783000000000015,1089.674,0.05999999999999961,0.09,5602.0,1.0,0.13206242
HD 50499 b,13.5,519.96988,1159.5,3.833,0.266,6102.0,1.0,0.20913336
HD 50499 c,13.2,931.2419,1420.0,9.02,0.0,6099.0,1.0,0.097827115
HD 50554 b,12.8,1859.29618095,1230.38,2.353,0.501,5987.0,1.0,0.28098277
HD 51608 b,3.62,12.769999999999982,809.4,0.1059000000000001,0.09,5358.0,1.0,0.21062508
HD 51608 c,3.87,14.310000000000002,720.26,0.38090000000000046,0.14,5358.0,1.0,0.4065742
HD 52265 b,13.7,384.5743,405.0,0.5199999999999996,0.27,6136.0,1.0,0.18274346
HD 5278 b,2.45,7.800000000000011,943.0,0.12019999999999964,0.08,6203.0,1.0,0.24274745
HD 5278 c,4.49,18.399999999999977,583.216,0.24160000000000004,0.07,6203.0,1.0,0.19718469
HD 5319 b,13.5,494.54348,1345.38,1.5700000000000003,0.092,4871.0,1.0,0.36134547
HD 5319 c,13.8,334.67499,1169.766,1.9299999999999997,0.183,4871.0,1.0,0.31279848
HD 55696 b,12.9,1357.12729789,1567.8000000000002,3.18,0.7050000000000001,6012.0,1.0,0.31470398
HD 5583 b,12.8,1837.0574,720.6659999999999,0.5300000000000002,0.076,4830.0,1.0,0.07695563
HD 5608 b,13.7,371.22357938,954.0,1.79,0.11,4807.0,2.0,0.2416305
HD 564 b,12.5,104.88,1431.21,1.2000000000000002,0.096,5902.0,1.0,0.387527
HD 56414 b,3.71,13.300000000000011,1133.0,0.2290000000000001,0.6800000000000002,8500.0,1.0,0.18746702
HD 56957 b,12.8,1880.90851263,920.2,6.426,0.273,5743.0,1.0,0.14479566
HD 5891 b,12.6,2425.0429,757.946,0.6399999999999997,0.07,4673.0,1.0,0.081624122
HD 59686 A b,12.7,2199.3836,1572.0,1.0860000000000003,0.05,4658.0,2.0,0.088734849
HD 60292 b,12.7,2065.895,838.766,1.5,0.27,4348.0,1.0,0.079411646
HD 60532 b,13.8,336.8998,1182.2,0.7699999999999996,0.26,6245.0,1.0,0.12149626
HD 60532 c,13.3,797.7533,1347.8,1.5999999999999996,0.03,6245.0,1.0,0.26115449
HD 62364 b,12.1,5965.63919939,1158.766,6.15,0.607,6255.0,1.0,0.15902073
HD 62364 c,12.0,7923.46218651,1410.766,36.984,0.7730000000000001,6255.0,1.0,0.077080448
HD 62509 b,13.3,731.0,1087.766,1.6399999999999997,0.020000000000000004,4892.63,1.0,0.131545
HD 62549 b,12.6,2707.58019923,1272.8,11.842,0.15,5930.46,1.0,0.083510343
HD 63433 b,2.14,21.754999999999995,967.11,0.07200000000000006,0.24,5553.0,1.0,0.25783122
HD 63433 c,2.692,15.538999999999987,678.92,0.1459999999999999,0.21,5553.0,1.0,0.26413249
HD 63433 d,1.0729999999999995,1.25,1040.0,0.0503000000000009,0.16,5688.0,1.0,0.29714636
HD 63454 b,12.310000000000002,79.45749999999998,930.366,0.03999999999999915,0.0,4812.0,1.0,0.078764662
HD 63765 b,14.2,168.4499,1011.846,0.9399999999999995,0.24,5449.0,1.0,0.36745638
HD 63935 b,2.91575244,10.5,825.22,0.08300000000000018,0.0,5513.0,1.0,0.22063823
HD 63935 c,3.06451296,11.100000000000023,619.59,0.1479999999999997,0.0,5513.0,1.0,0.24688399
HD 64114 b,4.41,17.80000000000001,911.6,0.24600000000000044,0.12,5676.0,1.0,0.25297848
HD 64121 b,13.2,813.64072192,1396.186,1.5099999999999998,0.11,5078.0,1.0,0.18278492
HD 6434 b,14.2,155.7367,1131.846,0.13999999999999968,0.16999999999999998,5769.0,1.0,0.081411713
HD 65216 b,13.599999999999998,411.58985,1511.4,1.3010000000000002,0.27,5612.0,3.0,0.32907532
HD 65216 c,13.4,645.1949,1686.8,5.75,0.16999999999999998,5612.0,3.0,0.089435558
HD 66141 b,12.8,1906.9,700.966,1.2000000000000002,0.07,4323.0,1.0,0.07841855
HD 66428 b,12.399999999999999,3478.94974302,929.346,3.395,0.471,5716.0,1.0,0.18316865
HD 66428 c,13.5,560.64930995,1288.614,9.408,0.207,5716.0,1.0,0.081531861
HD 67087 b,13.1,973.0,1294.3999999999999,1.08,0.16999999999999998,6330.0,1.0,0.29696912
HD 67087 c,12.9,1540.0,1394.0,3.86,0.7599999999999998,6330.0,1.0,0.30849386
HD 68402 b,12.6,2510.8444153,1197.4,2.18,0.03,5950.0,1.0,0.2606111
HD 6860 b,11.9,8981.83078182,1041.966,2.0299999999999994,0.28,3802.0,1.0,0.076810888
HD 68988 b,13.4,626.1251,1402.6,0.07000000000000028,0.12,5932.0,1.0,0.069970662
HD 68988 c,12.2,4776.96095721,1220.366,13.2,0.45,5883.41,1.0,0.083510657
HD 69123 b,13.1,982.08977763,923.1659999999999,2.482,0.19,4842.0,1.0,0.23455295
HD 69830 b,3.17,10.199999999999989,677.6,0.07850000000000001,0.1,5385.0,1.0,0.21548968
HD 69830 c,3.46,11.800000000000011,744.158,0.18599999999999994,0.13,5385.0,1.0,0.2582498
HD 69830 d,4.45,18.100000000000023,871.76,0.6299999999999999,0.07,5385.0,1.0,0.5290697
HD 70573 b,12.8,1900.0,796.98,1.7599999999999998,0.4000000000000001,5737.0,1.0,0.30664964
HD 70642 b,13.0,1239.5307873,1105.2,3.318,0.175,5732.0,1.0,0.15791774
HD 7199 b,12.544799999999999,3639.13526015,684.346,1.3600000000000003,0.19,5371.0,1.0,0.33158737
HD 72490 b,13.5,561.92344,1382.78,1.88,0.124,4934.0,1.0,0.27420487
HD 72659 b,13.2,949.67128012,1178.1,4.607,0.2393,5929.0,1.0,0.17000526
HD 72659 c,12.1,6165.8710958,1292.6399999999999,21.5,0.114,5929.0,1.0,0.086176143
HD 72892 b,12.8,1737.88572948,979.98,0.22799999999999976,0.419,5688.0,1.0,0.10420196
HD 73256 c,12.2,5085.254512,921.146,3.8,0.16,5570.0,1.0,0.12457556
HD 73267 b,13.0,1321.53051631,860.366,2.229,0.261,5387.0,1.0,0.20882399
HD 73267 c,12.8,1630.77755632,969.32,12.688,0.089,5387.0,1.0,0.074091125
HD 73526 b,13.1,978.9164,1288.0,0.6500000000000004,0.19,5601.0,1.0,0.22578103
HD 73526 c,13.3,715.09,1164.214,1.0300000000000002,0.28,5601.0,1.0,0.33992789
HD 73534 b,13.7,353.42696,1255.78,2.99,0.126,4917.0,1.0,0.30973582
HD 73583 b,2.79,10.199999999999989,714.0,0.060399999999999565,0.09,4511.0,1.0,0.24316119
HD 73583 c,2.39,9.699999999999989,498.0,0.12420000000000009,0.08,4511.0,1.0,0.33723818
HD 74156 b,13.5,532.36258173,1564.0,0.28000000000000025,0.6360000000000001,6068.0,1.0,0.091292096
HD 74156 c,12.5,2753.98314665,960.38,3.678,0.377,6068.0,1.0,0.23568363
HD 7449 b,12.6,2597.92939882,660.0,2.438,0.7519999999999998,6024.0,2.0,0.29627409
HD 74698 b,5.12,23.0,1004.274,0.12100000000000133,0.1,5783.0,1.0,0.15703425
HD 74698 c,14.0,126.0,1158.846,4.5,0.2,5783.0,1.0,0.14929191
HD 75289 b,14.2,155.7367,1260.0,0.04999999999999982,0.03,6117.0,2.0,0.064774405
HD 75302 b,12.8,1716.2733978,979.98,5.3,0.39,5697.46,1.0,0.10303268
HD 75784 b,13.8,317.83,1284.1460000000002,1.032,0.097,4867.0,1.0,0.21922245
HD 75784 c,12.8,1792.5612,805.366,8.4,0.489,4867.0,1.0,0.15965037
HD 75898 b,13.2,810.46243785,1203.0,1.2024999999999997,0.105,6122.0,1.0,0.3457784
HD 76700 b,9.6,66.74430000000001,881.034,0.04999999999999982,0.09,5644.0,1.0,0.090949556
HD 76920 b,13.1,994.80291391,1085.94,1.0910000000000002,0.8782000000000001,4664.0,1.0,0.098030966
HD 77338 b,4.12,15.899999999999977,737.1600000000001,0.05999999999999961,0.09,5341.0,1.0,0.17976292
HD 79181 b,14.099999999999998,203.41018048,1088.766,0.9000000000000004,0.259,4862.0,1.0,0.077191078
HD 7924 b,12.719999999999999,2058.25676373,825.9,0.05999999999999961,0.06,5131.0,1.0,0.24713785
HD 7924 c,12.78,1762.67634522,583.6,0.11340000000000039,0.098,5075.0,1.0,0.26196837
HD 7924 d,12.84,1568.16536014,499.0,0.15510000000000002,0.21,5075.0,1.0,0.30876894
HD 79498 b,13.599999999999998,425.8922,901.688,2.98,0.575,5748.0,2.0,0.19477728
HD 80606 b,11.56766808,1323.46926959,405.0,0.46030000000000015,0.9318300000000002,5565.0,2.0,0.14839269
HD 80653 b,1.613,5.720000000000027,2463.0,0.016610000000000014,0.0,5959.0,1.0,0.27391442
HD 80869 b,12.8,1609.80088146,203.20000000000005,2.905,0.9240000000000002,5837.0,1.0,0.38898572
HD 80883 b,12.8,1748.0562385,970.566,6.462,0.203,5177.91,1.0,0.080761937
HD 80913 b,12.0,7505.2000029,1548.766,9.95,0.313,6013.24,1.0,0.10896772
HD 81040 b,12.6,2301.07766668,849.946,1.9459999999999997,0.5250000000000001,5755.0,1.0,0.26464856
HD 81688 b,13.5,525.68818518,1102.566,0.6479999999999997,0.04,4797.0,1.0,0.073799609
HD 81817 b,12.0,7668.5638041,997.766,3.233,0.097,4140.0,1.0,0.079831694
HD 81817 c,12.0,7185.78245386,997.766,2.325,0.095,4140.0,1.0,0.07573255
HD 82886 b,13.3,740.5439,1334.566,1.58,0.07,4953.0,1.0,0.21756088
HD 82943 b,13.5,534.25,1375.6,1.1830600000000002,0.162,5935.0,1.0,0.38886003
HD 82943 c,13.4,622.603,1363.614,0.7434500000000002,0.3663,5935.0,1.0,0.29416446
HD 8326 b,9.58,66.60000000000002,543.986,0.5330000000000004,0.2,4914.0,1.0,0.42425121
HD 83443 b,14.099999999999998,127.76701961,1417.9679999999998,0.040600000000000414,0.011999999999999997,5442.0,1.0,0.066110153
HD 83443 c,13.599999999999998,476.7426105,1323.6599999999999,8.0,0.7599999999999998,5442.0,1.0,0.085699426
HD 8535 b,14.0,216.1244,1178.8,2.45,0.15,6136.0,2.0,0.30366013
HD 85390 b,6.16,31.46517,841.0,1.3730000000000002,0.5,5186.0,1.0,0.34436228
HD 8574 b,13.4,645.1949,981.2,0.7599999999999998,0.3,6064.0,1.0,0.2481991
HD 86065 b,12.5,2877.30056857,779.1659999999999,15.947,0.219,4927.56,1.0,0.07251721
HD 86081 b,13.599999999999998,470.3884,1688.6,0.034600000000000186,0.011899999999999994,5939.0,2.0,0.066512325
HD 86226 b,14.3,143.0235,176.0,2.73,0.059,5863.0,1.0,0.19908018
HD 86226 c,2.16,7.25,1311.0,0.04900000000000038,0.075,5863.0,1.0,0.24944255
HD 86264 b,12.5,3117.26101586,1443.1660000000002,2.7630000000000003,0.821,6210.0,1.0,0.39741518
HD 8673 b,12.3,4210.59073594,740.6,2.97,0.73,6389.05,2.0,0.36736134
HD 86950 b,13.0,1144.188,1019.386,2.72,0.16999999999999998,4805.0,1.0,0.23264942
HD 87646 b,12.399999999999999,3941.092,1285.2,0.11699999999999999,0.05,5770.0,3.0,0.073233922
HD 87883 b,12.7,2005.49724817,878.366,3.77,0.72,4980.0,1.0,0.099627798
HD 88072 b,12.6,2511.79790052,1196.8,13.895,0.156,5785.33,1.0,0.076627449
HD 88133 b,13.8,324.1866,1053.2,0.047900000000000276,0.031,5392.0,1.0,0.065902976
HD 88986 b,2.49,17.19999999999999,460.0,0.5800000000000001,0.24,5861.0,1.0,0.37954039
HD 89307 b,13.4,642.01338214,1100.04,3.27,0.2,5955.0,1.0,0.18251496
HD 89345 b,7.39794,34.961299999999994,1089.0,0.10660000000000025,0.22,5576.0,1.0,0.11572472
HD 89744 b,12.6,2653.8805,627.8,0.9169999999999998,0.677,6291.0,2.0,0.16344223
HD 89839 b,12.8,1748.0562385,1561.8000000000002,4.713,0.185,6314.0,1.0,0.1678336
HD 90156 b,4.43,17.980000000000018,942.0,0.25,0.31,5599.0,1.0,0.25262777
HD 9174 b,13.7,352.7913,1350.4740000000002,2.2,0.12,5577.0,1.0,0.34555209
HD 92788 b,13.0,1195.0408,650.48,0.9699999999999998,0.35,5744.0,1.0,0.39086951
HD 92788 c,13.0,1166.4361,656.2,10.5,0.45999999999999996,5744.0,1.0,0.082183154
HD 93083 b,14.3,143.34061156,810.046,0.508,0.118,5033.8,1.0,0.35727843
HD 93351 b,1.69,3.496112480000022,957.87,0.03500000000000014,0.549,5408.0,1.0,0.27219041
HD 93351 c,12.3,4154.01727949,886.546,11.154,0.109,5408.0,1.0,0.077670936
HD 93385 b,1.88,4.199999999999989,1019.4,0.07559999999999967,0.295,5977.0,1.0,0.26518935
HD 93385 c,2.5599999999999996,7.100000000000023,941.6,0.1120000000000001,0.2,5977.0,1.0,0.23778008
HD 93385 d,2.89,8.699999999999989,947.4,0.25649999999999995,0.09,5977.0,1.0,0.26318084
HD 93963 A b,1.4695436800000001,2.8000000000000114,1842.23,0.020609999999999573,0.0,5908.0,2.0,0.28557881
HD 93963 A c,3.11976057,18.399999999999977,1212.45,0.047259999999999636,0.0,5908.0,2.0,0.20302976
HD 9446 b,14.0,222.472,1127.646,0.18900000000000006,0.2,5793.0,1.0,0.096820191
HD 9446 c,13.4,578.426,1367.394,0.6539999999999999,0.06,5793.0,1.0,0.31608383
HD 94771 b,14.2,169.0,1106.46,3.48,0.39,5631.0,1.0,0.27489826
HD 94834 b,13.7,400.4658,1337.166,2.74,0.14,4798.0,1.0,0.38120687
HD 95086 b,12.9,1589.0,1000.0,55.7,0.4787999999999999,7595.0,1.0,0.071444272
HD 95089 b,13.7,400.4658,1255.78,1.3600000000000003,0.119,4918.0,1.0,0.18620265
HD 95089 c,13.1,1096.5135,508.24600000000004,3.33,0.284,4918.0,1.0,0.38797481
HD 95127 b,12.399999999999999,3378.5329,588.766,1.2800000000000002,0.11,4218.0,1.0,0.080717401
HD 95338 b,4.27174254,42.89999999999998,442.99999999999994,0.26200000000000045,0.197,5097.0,1.0,0.32013492
HD 95544 b,12.8,1913.64483855,156.5,3.166,0.049,5722.0,1.0,0.2855925
HD 95735 c,3.76,13.600000000000023,581.5999999999999,2.94,0.132,3719.0,1.0,0.18540091
HD 95872 b,13.0,1188.6842,1182.666,5.15,0.06,5312.0,1.0,0.091215607
HD 96063 b,13.7,403.6441,1264.58,1.1100000000000003,0.16999999999999998,5020.0,1.0,0.15503423
HD 96127 b,12.1,6661.7168,1091.54,1.42,0.3,3943.0,1.0,0.076041
HD 96167 b,14.0,227.88411,773.488,1.3319999999999999,0.685,5733.0,2.0,0.29816114
HD 96700 b,2.93,8.899999999999977,825.198,0.0777000000000001,0.138,5845.0,1.0,0.21769717
HD 96700 c,1.69,3.5,1123.8,0.14100000000000001,0.293,5845.0,1.0,0.28859308
HD 96700 d,3.6100000000000003,12.699999999999989,788.0,0.4240000000000004,0.27,5845.0,1.0,0.32011205
HD 96992 b,13.7,362.3262,1030.18,1.2400000000000002,0.41,4725.0,1.0,0.11310217
HD 97037 b,12.1,6707.76852973,1327.366,6.925,0.357,5874.1,1.0,0.11230909
HD 97048 b,13.3,794.575,2291.0,130.0,0.08044000000000001,10000.0,1.0,0.069833612
HD 97658 b,2.1200000000000006,8.300000000000011,751.0,0.0804999999999998,0.05,5212.0,1.0,0.27277788
HD 98219 b,13.4,624.21812,1292.38,1.2599999999999998,0.079,4925.0,1.0,0.19147684
HD 98649 b,12.5,3082.9355479,1083.006,5.97,0.8520000000000001,5759.0,1.0,0.11619357
HD 98736 b,13.3,740.5439,1114.688,1.8639999999999999,0.226,5271.0,2.0,0.21683473
HD 99109 b,14.3,139.8452,933.52,1.1100000000000003,0.09,5282.0,1.0,0.35165644
HD 99283 b,13.8,308.29355479,1169.766,1.08,0.2,4886.0,1.0,0.083585522
HD 99492 b,5.44,25.5,635.4,0.1200000000000001,0.034,4929.0,2.0,0.18841577
HD 99492 c,4.42,17.899999999999977,620.4,0.26970399999999994,0.063,4929.0,2.0,0.46747832
HD 99706 b,13.7,390.9309,1070.566,1.9800000000000004,0.25,4862.0,1.0,0.25426023
HD 99706 c,12.8,1808.4527,911.1659999999999,65.49238,0.411,4891.0,1.0,0.30482811
HIP 105854 b,12.6,2606.1,780.366,0.8100000000000005,0.020000000000000004,4780.0,1.0,0.085409351
HIP 107772 b,3.6399999999999997,12.899999999999977,566.542,0.24300000000000033,0.18,4006.0,1.0,0.5933426
HIP 107773 b,13.4,629.3034,1382.78,0.7199999999999998,0.09,4945.0,1.0,0.074246862
HIP 109384 b,13.5,495.8148,1229.98,1.1340000000000003,0.549,5180.0,1.0,0.33302785
HIP 109600 b,13.2,851.7844,1239.688,0.7059999999999995,0.163,5530.0,2.0,0.36569341
HIP 113103 b,1.8289999999999997,4.0,721.0,0.06899000000000033,0.16999999999999998,4930.0,1.0,0.28668788
HIP 113103 c,2.4,6.350000000000023,585.0,0.10479000000000038,0.16999999999999998,4930.0,1.0,0.2862008
HIP 114933 b,13.4,616.58710958,985.18,2.84,0.21,4823.0,1.0,0.36126622
HIP 116454 b,2.469,9.699999999999989,753.2,0.07920000000000016,0.215,5048.0,2.0,0.25191577
HIP 12961 b,13.2,114.4188,982.78,0.25,0.16999999999999998,3901.0,1.0,0.37027471
HIP 14810 b,13.0,1239.537,985.62,0.06960000000000122,0.14399,5544.0,1.0,0.073915891
HIP 14810 c,13.599999999999998,416.3573,1439.4739999999997,0.5490000000000004,0.1566,5544.0,1.0,0.28274808
HIP 14810 d,14.099999999999998,187.5197,1115.2,1.9399999999999995,0.185,5544.0,1.0,0.2612929
HIP 19976 b,4.94,21.61233168000001,652.4000000000001,0.23399999999999999,0.304,4316.0,2.0,0.3847497
HIP 21152 b,12.0,7627.881768,1300.0,17.0,0.36,6655.0,2.0,0.090653881
HIP 29442 c,1.5510000000000002,4.5,1123.0,0.04518000000000111,0.078,5289.0,1.0,0.27898284
HIP 29442 d,1.5380000000000007,5.139999999999986,920.0,0.06730000000000036,0.09,5289.0,1.0,0.29268608
HIP 34222 b,13.899999999999999,263.79757781,1034.8,0.492,0.305,4050.0,1.0,0.31755783
HIP 35173 b,3.6100000000000003,12.699999999999989,831.2,0.21699999999999964,0.16,4881.0,1.0,0.34317868
HIP 35965 b,12.6,2589.98368864,864.146,15.898,0.138,4836.0,1.0,0.071645858
HIP 38594 b,2.7700000000000005,8.100000000000023,726.8,0.2560000000000002,0.16999999999999998,4086.3,2.0,0.65229637
HIP 38594 c,7.94,48.39999999999998,486.86,3.805,0.16,4086.3,2.0,0.11156117
HIP 41378 b,2.419,9.060000000000002,970.67,0.13030000000000008,0.0213,6371.0,1.0,0.24189803
HIP 41378 c,2.505,6.529999999999973,765.87,0.20929999999999982,0.0678,6371.0,1.0,0.24974908
HIP 41378 d,3.54,4.600000000000023,367.0,0.5287800000000002,0.0,6320.0,1.0,0.51877311
HIP 41378 e,4.92,12.0,335.0,0.5914479999999998,0.2,6320.0,1.0,0.25386362
HIP 41378 f,9.2,12.0,294.0,1.152633999999999,0.0506,6226.0,1.0,0.37897839
HIP 4845 b,3.8899999999999997,14.399999999999977,645.8619999999999,0.17600000000000016,0.25,4010.0,1.0,0.44792923
HIP 48714 b,5.11,22.899999999999977,573.742,0.1120000000000001,0.5,4015.5,1.0,0.29770308
HIP 5158 b,13.599999999999998,451.0,1176.18,0.8899999999999997,0.52,4962.0,1.0,0.2050307
HIP 5158 c,12.2,4780.1632,661.346,7.7,0.14,4813.0,1.0,0.077672111
HIP 54373 b,2.87,8.620000000000005,587.986,0.06299999999999972,0.2,4021.0,1.0,0.29121143
HIP 54373 c,3.57,12.439999999999998,583.142,0.0990000000000002,0.2,4021.0,1.0,0.35177116
HIP 54597 b,13.3,762.7881768,1087.766,4.0,0.03,4799.0,1.0,0.080991954
HIP 55507 b,12.6,2585.53409095,603.366,5.062,0.362,4171.0,1.0,0.07699844
HIP 56640 b,12.7,2151.69831539,724.066,4.55,0.118,4769.0,1.0,0.36137524
HIP 57274 b,12.48,3359.44626199,742.366,0.07000000000000028,0.19,4510.0,1.0,0.23934152
HIP 57274 c,14.2,130.0,1361.616,0.17799999999999994,0.05,4640.0,1.0,0.084666819
HIP 57274 d,14.2,167.4,1088.766,1.0099999999999998,0.27,4640.0,1.0,0.36585904
HIP 5763 b,14.2,162.09248757,1368.2400000000002,0.16999999999999993,0.054,4352.0,1.0,0.19950526
HIP 63242 b,12.5,2917.56,779.1659999999999,0.5649999999999995,0.23,4830.0,1.0,0.078875612
HIP 65 A b,22.75427,1021.18779,1411.0,0.01782000000000039,0.0,4590.0,2.0,0.042747978
HIP 65407 b,14.3,136.03124,1138.106,0.1769999999999996,0.14,5460.0,1.0,0.11057774
HIP 65407 c,13.899999999999999,249.17872,1222.12,0.31599999999999984,0.12,5460.0,1.0,0.19653111
HIP 65426 b,16.813500000000005,2860.47,1500.0,92.0,0.38399999999999995,8840.0,1.0,0.056781865
HIP 65891 b,12.8,1871.37366042,751.8860000000001,2.794,0.128,5000.0,1.0,0.21656313
HIP 66074 b,12.9,1589.142035,805.366,0.7990000000000004,0.948,4300.0,1.0,0.38613978
HIP 67522 b,9.9872018,71.39999999999998,1175.0,0.07479999999999976,0.064,5675.0,1.0,0.08946776
HIP 67537 b,12.3,4309.11754211,679.6460000000001,4.807,0.5860000000000001,4985.0,1.0,0.34269308
HIP 67851 b,13.7,365.50266805,1194.546,0.41999999999999993,0.13,4840.0,1.0,0.081522158
HIP 67851 c,12.7,2204.77565936,645.366,4.55,0.3,4840.0,1.0,0.34544645
HIP 70849 b,12.9,1430.2278315,901.688,3.99,0.6500000000000001,4105.0,2.0,0.077025675
HIP 71135 b,4.55,18.80000000000001,617.8620000000001,0.33499999999999996,0.21,4146.0,1.0,0.54575672
HIP 74890 b,13.3,762.792,1273.366,2.0999999999999996,0.07,4850.0,1.0,0.2675757
HIP 75092 b,13.5,568.91284853,1011.1800000000001,2.0199999999999996,0.42,4891.0,1.0,0.30316166
HIP 78530 b,12.0,7300.0,2700.0,740.0,0.1884,10500.0,1.0,0.073769511
HIP 79431 b,13.4,667.415,860.554,0.3600000000000003,0.29,3191.0,1.0,0.24596505
HIP 8541 b,12.6,2451.7283316,754.4,3.729,0.36,4672.0,2.0,0.35482781
HIP 90988 b,13.4,668.07531151,1307.9660000000001,1.3600000000000003,0.081,4883.0,1.0,0.25127414
HIP 91258 b,13.7,346.4347,876.8000000000001,0.05999999999999961,0.020000000000000004,5519.0,1.0,0.071914913
HIP 94235 b,3.0,379.0,1060.0,0.07870000000000044,0.32000000000000006,5991.0,2.0,0.21480497
HIP 948 b,12.1,6547.2651842,1019.94,15.037,0.23,4497.0,1.0,0.074041951
HIP 9618 b,3.82838127,8.300000000000011,640.88,0.14499999999999957,0.0,5649.0,1.0,0.20664901
HIP 9618 c,3.42855926,7.0,470.31,0.26900000000000013,0.0,5649.0,1.0,0.28945842
HIP 97166 b,2.4801338,19.100000000000023,701.66,0.09100000000000019,0.29,5216.0,1.0,0.24117893
HIP 97166 c,2.75,8.0,642.0,0.12399999999999967,0.0,5216.0,1.0,0.24338501
HIP 97233 b,12.1,6098.17364511,1227.766,2.491,0.6300000000000001,5020.0,1.0,0.29066816
HIP 99770 b,12.2,5403.082919,2030.4,15.8,0.31,8000.0,1.0,0.12306223
HN Lib b,2.1999999999999997,5.4599999999999795,234.39999999999998,0.14170000000000016,0.079,3347.0,1.0,0.64745149
HN Peg b,11.7768,6991.57,2086.366,773.0,0.3442,6186.0,1.0,0.074950877
HR 2562 b,12.44199,6992.224954,1255.0,22.2,0.34,6597.0,1.0,0.080181139
HR 5183 b,13.1,1052.01202717,171.0,18.0,0.8400000000000001,5794.0,2.0,0.08314438
HR 810 b,12.7,1970.5361234,1173.6,0.9199999999999999,0.14,6167.0,1.0,0.34001897
HR 858 b,2.004,3.5500000000000114,1552.0,0.04887999999999959,0.0,6354.0,2.0,0.25168207
HR 858 c,1.9790000000000005,3.8000000000000114,1309.0,0.06869999999999976,0.0,6354.0,2.0,0.2602318
HR 858 d,2.0010000000000003,7.100000000000023,1061.0,0.10459999999999958,0.0,6354.0,2.0,0.25225262
HR 8799 b,13.0,2000.0,1200.0,68.0,0.267,7204.58,1.0,0.069826235
HR 8799 c,13.0,3000.0,1200.0,38.0,0.5,7204.58,1.0,0.072886608
HR 8799 d,13.0,3000.0,1300.0,24.0,0.6000000000000001,7204.58,1.0,0.079978316
HR 8799 e,13.11453,3178.3,1150.0,16.4,0.15,7400.0,1.0,0.089352257
HS Psc b,13.599999999999998,464.02947422,1088.766,0.04349999999999987,0.27,4203.0,1.0,0.081644354
IC 4651 9122 b,12.7,2002.329,743.486,2.0380000000000003,0.18,4740.1,1.0,0.15919618
K2-10 b,3.773,25.19999999999999,649.0,0.13700000000000045,0.31,5533.0,1.0,0.20685313
K2-100 b,3.88,21.80000000000001,1841.0,0.030100000000000016,0.0,5945.0,1.0,0.17955575
K2-101 b,2.0,4.660000000000025,618.0,0.11240000000000006,0.1,4927.0,1.0,0.31756186
K2-102 b,1.2999999999999998,2.240000000000009,764.0,0.05967999999999929,0.1,4695.0,1.0,0.32897371
K2-104 b,1.79,3.8600000000000136,798.0,0.024200000000000443,0.09,3712.0,1.0,0.28629076
K2-105 b,3.4,15.399999999999977,805.0,0.07960000000000012,0.0,5373.0,1.0,0.20112062
K2-107 b,15.98,266.9772,1649.0,0.04750000000000032,0.0,6061.0,1.0,0.057873065
K2-108 b,5.33,59.39999999999998,1360.0,0.058099999999999596,0.18,5599.0,1.0,0.14480908
K2-11 b,7.55,44.39999999999998,734.0,0.2256999999999998,0.1124,5433.0,1.0,0.21083983
K2-110 b,2.592,15.899999999999977,638.0,0.10207000000000033,0.13,5010.0,1.0,0.27372093
K2-111 b,1.8369999999999993,5.350000000000023,1293.0,0.05649999999999977,0.134,5775.0,1.0,0.26587049
K2-111 c,3.34,11.100000000000023,923.0,0.11564999999999959,0.069,5775.0,1.0,0.2095041
K2-113 b,12.14,410.0007,1098.0,0.06419999999999959,0.0,5660.0,1.0,0.077304468
K2-114 b,10.59248676,638.83509807,701.4,0.09440000000000026,0.079,4899.0,1.0,0.10920912
K2-115 b,11.80305668,321.00669107,696.0,0.14149999999999885,0.063,5870.0,1.0,0.10272244
K2-116 b,0.6900000000000004,0.257000000000005,952.6,0.04800000000000004,0.06,4348.35,1.0,0.29868753
K2-117 b,2.03,4.779999999999973,868.0,0.01890000000000036,0.06,3778.0,1.0,0.26392043
K2-117 c,2.0599999999999996,4.899999999999977,537.0,0.04919999999999991,0.15,3778.0,1.0,0.32025255
K2-118 b,2.54,6.990000000000009,611.8,0.2450000000000001,0.2,4726.29,1.0,0.44846138
K2-119 b,2.53,6.939999999999998,666.0,0.06979999999999986,0.07,4740.0,1.0,0.2590503
K2-12 b,2.44,5.199999999999989,1026.0,0.07920000000000016,0.5,5672.0,1.0,0.23941186
K2-121 b,7.16,51.0,716.0,0.05250000000000021,0.22,4526.0,1.0,0.13300305
K2-122 b,1.1600000000000001,1.6499999999999773,769.0,0.03730000000000011,0.21,4009.0,2.0,0.31480665
K2-123 b,2.76,8.050000000000011,338.0,0.16490000000000027,0.06,4035.0,1.0,0.53981707
K2-124 b,2.9,8.75,441.99999999999994,0.04900000000000038,0.08,3570.0,1.0,0.33574739
K2-125 b,2.18,5.389999999999986,479.79999999999995,0.12100000000000133,0.08,3654.47,1.0,0.69474456
K2-126 b,1.9699999999999998,4.5400000000000205,601.0,0.06559999999999988,0.06,4339.0,1.0,0.29823506
K2-127 b,8.37,52.89999999999998,809.0,0.041100000000000136,0.12,4575.0,1.0,0.10370252
K2-128 b,1.42,2.6000000000000227,773.0,0.05600000000000005,0.23,4469.51,1.0,0.30997148
