pl_name,star_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth received flux),sy_plx
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,6.1349779,0.016796654,0.0713,0.3136,12.778238,680.152791,1.796160598,5742,2.04,1.27,92.2589,1480.96565,4.0588494,798.4061577,10.8102
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,6.1349779,0.016796654,0.0713,0.3136,12.778238,680.152791,1.796160598,5742,2.04,1.27,92.2589,1480.96565,4.0588494,798.4061577,10.8102
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,6.1349779,0.016796654,0.0713,0.3136,12.778238,680.152791,1.796160598,5742,2.04,1.27,92.2589,1480.96565,4.0588494,798.4061577,10.8102
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,6.1349779,0.016796654,0.0713,0.3136,12.778238,680.152791,1.796160598,5742,2.04,1.27,92.2589,1480.96565,4.0588494,798.4061577,10.8102
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,6.1349779,0.016796654,0.0713,0.3136,12.778238,680.152791,1.796160598,5742,2.04,1.27,92.2589,1480.96565,4.0588494,798.4061577,10.8102
HD 118203 c,HD 118203,1,2,Radial Velocity,2024,5103,13.97125257,6.28,0.26,2402.126935,3747.196919,1.49E-06,5742,2.04,1.27,92.2589,157.8010645,4.0588494,0.102916178,10.8102
HD 118203 c,HD 118203,1,2,Radial Velocity,2024,5103,13.97125257,6.28,0.26,2402.126935,3747.196919,1.49E-06,5742,2.04,1.27,92.2589,157.8010645,4.0588494,0.102916178,10.8102
HD 11964 b,HD 11964,2,2,Radial Velocity,2005,1945,5.325119781,3.16,0.041,101.7262972,198,0.001036375,5303,2.00971,0.91,33.5369,203.9183278,2.865781966,0.286991464,29.789
HD 11964 b,HD 11964,2,2,Radial Velocity,2005,1945,5.325119781,3.16,0.041,101.7262972,198,0.001036375,5303,2.00971,0.91,33.5369,203.9183278,2.865781966,0.286991464,29.789
HD 11964 b,HD 11964,2,2,Radial Velocity,2005,1945,5.325119781,3.16,0.041,101.7262972,198,0.001036375,5303,2.00971,0.91,33.5369,203.9183278,2.865781966,0.286991464,29.789
HD 11964 b,HD 11964,2,2,Radial Velocity,2005,1945,5.325119781,3.16,0.041,101.7262972,198,0.001036375,5303,2.00971,0.91,33.5369,203.9183278,2.865781966,0.286991464,29.789
HD 11964 c,HD 11964,2,2,Radial Velocity,2008,37.91,0.103791923,0.229,0.3,10.99162932,25,0.103730241,5303,2.00971,0.91,33.5369,757.4989956,2.865781966,54.64773681,29.789
HD 11964 c,HD 11964,2,2,Radial Velocity,2008,37.91,0.103791923,0.229,0.3,10.99162932,25,0.103730241,5303,2.00971,0.91,33.5369,757.4989956,2.865781966,54.64773681,29.789
HD 11977 b,HD 11977,1,1,Radial Velocity,2005,711,1.94661191,1.93,0.4,1275.589136,2080,5.52E-06,4970,10.09,1.91,67.9331,547.9422591,55.73111569,14.961775,14.6943
HD 11977 b,HD 11977,1,1,Radial Velocity,2005,711,1.94661191,1.93,0.4,1275.589136,2080,5.52E-06,4970,10.09,1.91,67.9331,547.9422591,55.73111569,14.961775,14.6943
HD 11977 b,HD 11977,1,1,Radial Velocity,2005,711,1.94661191,1.93,0.4,1275.589136,2080,5.52E-06,4970,10.09,1.91,67.9331,547.9422591,55.73111569,14.961775,14.6943
HD 120084 b,HD 120084,1,1,Radial Velocity,2013,2142,5.864476386,4.21,0.483,1245.348088,2034.101805,5.80E-06,4879,10.37,2.16,103.044,369.2245986,54.67271425,3.084653904,9.67602
HD 120084 b,HD 120084,1,1,Radial Velocity,2013,2142,5.864476386,4.21,0.483,1245.348088,2034.101805,5.80E-06,4879,10.37,2.16,103.044,369.2245986,54.67271425,3.084653904,9.67602
HD 120084 b,HD 120084,1,1,Radial Velocity,2013,2142,5.864476386,4.21,0.483,1245.348088,2034.101805,5.80E-06,4879,10.37,2.16,103.044,369.2245986,54.67271425,3.084653904,9.67602
HD 120084 b,HD 120084,1,1,Radial Velocity,2013,2142,5.864476386,4.21,0.483,1245.348088,2034.101805,5.80E-06,4879,10.37,2.16,103.044,369.2245986,54.67271425,3.084653904,9.67602
HD 120084 b,HD 120084,1,1,Radial Velocity,2013,2142,5.864476386,4.21,0.483,1245.348088,2034.101805,5.80E-06,4879,10.37,2.16,103.044,369.2245986,54.67271425,3.084653904,9.67602
HD 121504 b,HD 121504,1,1,Radial Velocity,2003,63.33,0.17338809,0.33,0.03,263.5610579,479.9233,0.000144437,6027,1.07,1.62,41.6592,523.2962096,1.355383428,12.44612881,23.9754
HD 121504 b,HD 121504,1,1,Radial Velocity,2003,63.33,0.17338809,0.33,0.03,263.5610579,479.9233,0.000144437,6027,1.07,1.62,41.6592,523.2962096,1.355383428,12.44612881,23.9754
HD 124330 b,HD 124330,1,1,Radial Velocity,2021,270.66,0.741026694,0.86,0.34,124.1903479,238.3713053,0.000685712,5873,1.118299865,1.15,60.1977,322.9247931,1.334892822,1.804884833,16.583
HD 12484 b,HD 12484,1,1,Radial Velocity,2016,58.83,0.161067762,0.297,0.07,547.4479995,947.1334,3.18E-05,5920,1.007992032,1.01,48.3367,525.8761929,1.119672147,12.6934003,20.6595
HD 125595 b,HD 125595,1,1,Radial Velocity,2009,9.6737,0.026485147,0.08,0,1.652980124,6.3566,7.754853329,4691,0.74,0.29,28.1989,687.9355898,0.237911273,37.17363644,35.4337
HD 125595 b,HD 125595,1,1,Radial Velocity,2009,9.6737,0.026485147,0.08,0,1.652980124,6.3566,7.754853329,4691,0.74,0.29,28.1989,687.9355898,0.237911273,37.17363644,35.4337
HD 125595 b,HD 125595,1,1,Radial Velocity,2009,9.6737,0.026485147,0.08,0,1.652980124,6.3566,7.754853329,4691,0.74,0.29,28.1989,687.9355898,0.237911273,37.17363644,35.4337
HD 12648 b,HD 12648,1,1,Radial Velocity,2015,133.60001,0.365776893,0.54,0.04,348.8885782,622.9468,8.08E-05,4835,11.02,0.67,182.192,1053.178233,59.5441298,204.197976,5.45996
HD 12648 b,HD 12648,1,1,Radial Velocity,2015,133.60001,0.365776893,0.54,0.04,348.8885782,622.9468,8.08E-05,4835,11.02,0.67,182.192,1053.178233,59.5441298,204.197976,5.45996
HD 126525 b,HD 126525,1,1,Radial Velocity,2018,960.41,2.629459274,1.837,0.035,35.98481757,75.32571,0.008907112,5638,0.979,0.897,37.6506,198.4601512,0.868871435,0.257476269,26.5312
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,0.719257002,0.84,0.38,439.6056985,772.3269,5.01E-05,5645,1.2,1.2,37.8478,325.3317167,1.311922339,1.859300367,26.3927
HD 12661 c,HD 12661,1,2,Radial Velocity,2002,1708,4.676249144,2.8145,0.031,320.6291016,575.884,9.63E-05,5748,1.11,1.02,37.8478,174.056041,1.206709816,0.152335225,26.3927
HD 12661 c,HD 12661,1,2,Radial Velocity,2002,1708,4.676249144,2.8145,0.031,320.6291016,575.884,9.63E-05,5748,1.11,1.02,37.8478,174.056041,1.206709816,0.152335225,26.3927
HD 12661 c,HD 12661,1,2,Radial Velocity,2002,1708,4.676249144,2.8145,0.031,320.6291016,575.884,9.63E-05,5748,1.11,1.02,37.8478,174.056041,1.206709816,0.152335225,26.3927
HD 12661 c,HD 12661,1,2,Radial Velocity,2002,1708,4.676249144,2.8145,0.031,320.6291016,575.884,9.63E-05,5748,1.11,1.02,37.8478,174.056041,1.206709816,0.152335225,26.3927
HD 12661 c,HD 12661,1,2,Radial Velocity,2002,1708,4.676249144,2.8145,0.031,320.6291016,575.884,9.63E-05,5748,1.11,1.02,37.8478,174.056041,1.206709816,0.152335225,26.3927
HD 128356 b,HD 128356,1,1,Radial Velocity,2016,298.2,0.816427105,0.87,0.57,149.2841034,282.8687,0.000468485,4875,0.85,0.65,26.1548,232.3463932,0.3661223,0.483712907,38.2052
HD 128717 b,HD 128717,1,1,Astrometry,2025,3420,9.363449692,4.85,0.85,4194.63539,6293.002459,4.70E-07,6210,1.248,1.212,73.636,151.8936094,2.078190817,0.088349062,13.5514
HD 130322 b,HD 130322,1,1,Radial Velocity,1999,10.70871,0.02931885,0.0925,0.029,196.6440819,365.49,0.000264841,5387,0.85,0.92,31.8766,787.4029738,0.545903154,63.80168346,31.3423
HD 130322 b,HD 130322,1,1,Radial Velocity,1999,10.70871,0.02931885,0.0925,0.029,196.6440819,365.49,0.000264841,5387,0.85,0.92,31.8766,787.4029738,0.545903154,63.80168346,31.3423
HD 130322 b,HD 130322,1,1,Radial Velocity,1999,10.70871,0.02931885,0.0925,0.029,196.6440819,365.49,0.000264841,5387,0.85,0.92,31.8766,787.4029738,0.545903154,63.80168346,31.3423
HD 130322 b,HD 130322,1,1,Radial Velocity,1999,10.70871,0.02931885,0.0925,0.029,196.6440819,365.49,0.000264841,5387,0.85,0.92,31.8766,787.4029738,0.545903154,63.80168346,31.3423
HD 130322 b,HD 130322,1,1,Radial Velocity,1999,10.70871,0.02931885,0.0925,0.029,196.6440819,365.49,0.000264841,5387,0.85,0.92,31.8766,787.4029738,0.545903154,63.80168346,31.3423
HD 131496 b,HD 131496,1,1,Radial Velocity,2011,896,2.453114305,2.01,0.181,318.3607186,572.094,9.77E-05,4846,4.44,1.34,131.849,347.2868545,9.754149988,2.414333801,7.55647
HD 131496 b,HD 131496,1,1,Radial Velocity,2011,896,2.453114305,2.01,0.181,318.3607186,572.094,9.77E-05,4846,4.44,1.34,131.849,347.2868545,9.754149988,2.414333801,7.55647
HD 131496 b,HD 131496,1,1,Radial Velocity,2011,896,2.453114305,2.01,0.181,318.3607186,572.094,9.77E-05,4846,4.44,1.34,131.849,347.2868545,9.754149988,2.414333801,7.55647
HD 13167 b,HD 13167,1,1,Radial Velocity,2018,2613,7.154004107,4.1,0.563,612.8973502,1052.0173,2.52E-05,5671,2.39,1.35,148.934,208.7748345,5.300590343,0.315323637,6.68592
HD 13189 b,HD 13189,1,1,Radial Velocity,2005,471.60001,1.291170459,1.25,0.27,2218.617847,3480.2385,1.76E-06,4175,38.41,2.24,497.823,1115.925253,402.1651036,257.3856663,1.98134
HD 13189 b,HD 13189,1,1,Radial Velocity,2005,471.60001,1.291170459,1.25,0.27,2218.617847,3480.2385,1.76E-06,4175,38.41,2.24,497.823,1115.925253,402.1651036,257.3856663,1.98134
HD 132563 b,HD 132563,3,1,Radial Velocity,2011,1544,4.227241615,2.62,0.22,259.7976864,473.547,0.000148802,6289,1.29577,1.231,105.155,213.2585186,2.356525103,0.343296589,9.48093
HD 133131 A b,HD 133131 A,2,3,Radial Velocity,2016,649,1.776865161,1.44,0.33,246.7083335,451.3186,0.000165609,5799,0.959795886,0.95,51.4736,228.2825859,0.934673766,0.450749309,19.3988
HD 133131 A c,HD 133131 A,2,3,Radial Velocity,2016,3568,9.768651608,4.49,0.49,66.57706134,133.4886,0.002492424,5799,0.959795886,0.95,51.4736,129.2798558,0.934673766,0.046362556,19.3988
HD 133131 B b,HD 133131 B,2,3,Radial Velocity,2016,5769,15.79466119,6.15,0.61,453.2370395,794.575,4.70E-05,5805,0.943596582,0.93,51.2993,109.6400751,0.90713404,0.023983979,19.4648
HD 134060 b,HD 134060,1,2,Radial Velocity,2019,3.2696,0.008951677,0.0444,0.45,1.874620737,10.1,8.447587955,5966,1.075304084,1.095,24.0125,1415.692366,1.314272548,666.6831773,41.616
HD 134060 c,HD 134060,1,2,Radial Velocity,2019,1291.5646,3.536111157,2.3928,0.11,13.03221926,29.29,0.072914825,5966,1.075304084,1.095,24.0125,192.8444637,1.314272548,0.229547537,41.616
HD 134606 b,HD 134606,1,5,Radial Velocity,2024,12.089,0.033097878,0.1046,0.092,1.821710309,9.09,8.284714253,5576,1.158,1.046,26.7909,894.5872026,1.163049045,106.3003416,37.2972
HD 134606 c,HD 134606,1,5,Radial Velocity,2024,58.883,0.161212868,0.3007,0.055,1.933156492,11.31,8.626073755,5576,1.158,1.046,26.7909,527.6206801,1.163049045,12.86267134,37.2972
HD 134606 d,HD 134606,1,5,Radial Velocity,2024,966.5,2.646132786,1.941,0.092,20.58109755,44.8,0.028315486,5576,1.158,1.046,26.7909,207.6709529,1.163049045,0.308707342,37.2972
HD 134606 e,HD 134606,1,5,Radial Velocity,2024,4.3203,0.011828337,0.0527,0.2,1.259883523,2.34,6.447276088,5576,1.158,1.046,26.7909,1260.326929,1.163049045,418.7711925,37.2972
HD 134606 f,HD 134606,1,5,Radial Velocity,2024,26.915,0.073689254,0.1784,0.081,1.599346258,5.63,7.582850573,5576,1.158,1.046,26.7909,685.000831,1.163049045,36.54334761,37.2972
HD 134987 b,HD 134987,1,2,Radial Velocity,1999,258.17999,0.706858289,0.81,0.23,282.3750539,511.7063,0.000125226,5736,1.22,1.1,26.1804,339.4360986,1.445593151,2.203312225,38.1678
HD 134987 b,HD 134987,1,2,Radial Velocity,1999,258.17999,0.706858289,0.81,0.23,282.3750539,511.7063,0.000125226,5736,1.22,1.1,26.1804,339.4360986,1.445593151,2.203312225,38.1678
HD 134987 b,HD 134987,1,2,Radial Velocity,1999,258.17999,0.706858289,0.81,0.23,282.3750539,511.7063,0.000125226,5736,1.22,1.1,26.1804,339.4360986,1.445593151,2.203312225,38.1678
HD 134987 b,HD 134987,1,2,Radial Velocity,1999,258.17999,0.706858289,0.81,0.23,282.3750539,511.7063,0.000125226,5736,1.22,1.1,26.1804,339.4360986,1.445593151,2.203312225,38.1678
HD 134987 b,HD 134987,1,2,Radial Velocity,1999,258.17999,0.706858289,0.81,0.23,282.3750539,511.7063,0.000125226,5736,1.22,1.1,26.1804,339.4360986,1.445593151,2.203312225,38.1678
HD 134987 c,HD 134987,1,2,Radial Velocity,2009,5000,13.68925394,5.8,0.12,136.347227,260,0.000565179,5585,1.25,1.1,26.1804,125.0188978,1.363962989,0.040545868,38.1678
HD 134987 c,HD 134987,1,2,Radial Velocity,2009,5000,13.68925394,5.8,0.12,136.347227,260,0.000565179,5585,1.25,1.1,26.1804,125.0188978,1.363962989,0.040545868,38.1678
HD 135344 A b,HD 135344 A,2,1,Imaging,2025,19000.24076,52.01982411,16.5,0.5,16.25302201,3178.28407,4.078889495,9540,1.5,1.66002288,141.595,138.6958641,16.72113938,0.061418326,7.03557
HD 135694 b,HD 135694,1,1,Transit,2023,15.92347557,0.0435961,0.124695,0.054092524,2.857,7.1408318,1.6872121,5712,1.08,1.02,73.8713,810.563485,1.114012736,71.64602114,13.5082
HD 135694 b,HD 135694,1,1,Transit,2023,15.92347557,0.0435961,0.124695,0.054092524,2.857,7.1408318,1.6872121,5712,1.08,1.02,73.8713,810.563485,1.114012736,71.64602114,13.5082
HD 135694 b,HD 135694,1,1,Transit,2023,15.92347557,0.0435961,0.124695,0.054092524,2.857,7.1408318,1.6872121,5712,1.08,1.02,73.8713,810.563485,1.114012736,71.64602114,13.5082
HD 135694 b,HD 135694,1,1,Transit,2023,15.92347557,0.0435961,0.124695,0.054092524,2.857,7.1408318,1.6872121,5712,1.08,1.02,73.8713,810.563485,1.114012736,71.64602114,13.5082
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,0.031698754,0.0964,0,1.664,4.72,5.644605981,5664,1.058,0.87,14.682,904.7717671,1.033603959,111.2244063,68.0818
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,0.031698754,0.0964,0,1.664,4.72,5.644605981,5664,1.058,0.87,14.682,904.7717671,1.033603959,111.2244063,68.0818
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,0.031698754,0.0964,0,1.664,4.72,5.644605981,5664,1.058,0.87,14.682,904.7717671,1.033603959,111.2244063,68.0818
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,0.031698754,0.0964,0,1.664,4.72,5.644605981,5664,1.058,0.87,14.682,904.7717671,1.033603959,111.2244063,68.0818
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,0.031698754,0.0964,0,1.664,4.72,5.644605981,5664,1.058,0.87,14.682,904.7717671,1.033603959,111.2244063,68.0818
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,0.031698754,0.0964,0,1.664,4.72,5.644605981,5664,1.058,0.87,14.682,904.7717671,1.033603959,111.2244063,68.0818
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,27.59221,0.075543354,0.1721,0,2.916,11.24,2.497786714,5664,1.058,0.87,14.682,677.1534913,1.033603959,34.89734793,68.0818
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,27.59221,0.075543354,0.1721,0,2.916,11.24,2.497786714,5664,1.058,0.87,14.682,677.1534913,1.033603959,34.89734793,68.0818
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,27.59221,0.075543354,0.1721,0,2.916,11.24,2.497786714,5664,1.058,0.87,14.682,677.1534913,1.033603959,34.89734793,68.0818
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,27.59221,0.075543354,0.1721,0,2.916,11.24,2.497786714,5664,1.058,0.87,14.682,677.1534913,1.033603959,34.89734793,68.0818
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,27.59221,0.075543354,0.1721,0,2.916,11.24,2.497786714,5664,1.058,0.87,14.682,677.1534913,1.033603959,34.89734793,68.0818
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,27.59221,0.075543354,0.1721,0,2.916,11.24,2.497786714,5664,1.058,0.87,14.682,677.1534913,1.033603959,34.89734793,68.0818
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.245,0.293620808,0.425,0,2.562,8.82,2.889899952,5664,1.058,0.87,14.682,430.9065465,1.033603959,5.722374859,68.0818
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.245,0.293620808,0.425,0,2.562,8.82,2.889899952,5664,1.058,0.87,14.682,430.9065465,1.033603959,5.722374859,68.0818
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.245,0.293620808,0.425,0,2.562,8.82,2.889899952,5664,1.058,0.87,14.682,430.9065465,1.033603959,5.722374859,68.0818
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.245,0.293620808,0.425,0,2.562,8.82,2.889899952,5664,1.058,0.87,14.682,430.9065465,1.033603959,5.722374859,68.0818
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.245,0.293620808,0.425,0,2.562,8.82,2.889899952,5664,1.058,0.87,14.682,430.9065465,1.033603959,5.722374859,68.0818
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,107.245,0.293620808,0.425,0,2.562,8.82,2.889899952,5664,1.058,0.87,14.682,430.9065465,1.033603959,5.722374859,68.0818
HD 136418 b,HD 136418,1,1,Radial Velocity,2009,464.29999,1.271184093,1.29,0.25,383.4568841,680.1562,6.65E-05,4989,3.78,1.48,105.168,411.7902194,7.941955794,4.772523162,9.47978
HD 136418 b,HD 136418,1,1,Radial Velocity,2009,464.29999,1.271184093,1.29,0.25,383.4568841,680.1562,6.65E-05,4989,3.78,1.48,105.168,411.7902194,7.941955794,4.772523162,9.47978
HD 136925 b,HD 136925,1,1,Radial Velocity,2021,4540,12.42984257,5.13,0.103,140.2847455,266.9758619,0.000532834,5773.19,1.193078,0.875104,47.874,134.246529,1.418701173,0.05390837,20.8602
HD 137388 b,HD 137388,1,1,Radial Velocity,2011,330,0.90349076,0.89,0.36,29.98142439,63.566,0.012996299,5181,0.88,0.68,40.4841,248.4113321,0.500621576,0.63201815,24.6722
HD 137388 b,HD 137388,1,1,Radial Velocity,2011,330,0.90349076,0.89,0.36,29.98142439,63.566,0.012996299,5181,0.88,0.68,40.4841,248.4113321,0.500621576,0.63201815,24.6722
HD 137496 b,HD 137496,1,2,Transit,2021,1.62116,0.004438494,0.02732,0,1.31,4.04,9.901912334,5799,1.59,1.04,155.317,2133.156909,2.565054125,3436.648728,6.41091
HD 137496 c,HD 137496,1,2,Radial Velocity,2021,479.9,1.313894593,1.2163,0.477,1510.825111,2434.565598,3.89E-06,5799,1.59,1.04,155.317,319.7001177,2.565054125,1.733864362,6.41091
HD 13808 b,HD 13808,1,2,Radial Velocity,2021,14.1815,0.038826831,0.10519,0.071,1.928029138,11.2,8.61050934,5035,0.781,0.771,28.2305,661.5295414,0.351714131,31.786368,35.3938
HD 13808 c,HD 13808,1,2,Radial Velocity,2021,53.753,0.147167693,0.2554,0.156,1.867523711,9.96,8.425827498,5035,0.781,0.771,28.2305,424.5472421,0.351714131,5.391977005,35.3938
HD 13908 b,HD 13908,1,2,Radial Velocity,2013,19.382,0.053065024,0.154,0.02,144.7725749,274.91,0.00049921,6255,1.67,1.29,79.5515,993.1999015,3.830293455,161.5067235,12.5417
HD 13908 c,HD 13908,1,2,Radial Velocity,2013,931,2.548939083,2.03,0.12,981.7039158,1630.4,9.50E-06,6255,1.67,1.29,79.5515,273.5577413,3.830293455,0.929479836,12.5417
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,4218,11.54825462,5.15,0.02,395.0293305,699.226,6.25E-05,5867,1.25,1.3,47.3963,139.3730996,1.661017579,0.062626735,21.0701
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,4218,11.54825462,5.15,0.02,395.0293305,699.226,6.25E-05,5867,1.25,1.3,47.3963,139.3730996,1.661017579,0.062626735,21.0701
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,4218,11.54825462,5.15,0.02,395.0293305,699.226,6.25E-05,5867,1.25,1.3,47.3963,139.3730996,1.661017579,0.062626735,21.0701
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,4218,11.54825462,5.15,0.02,395.0293305,699.226,6.25E-05,5867,1.25,1.3,47.3963,139.3730996,1.661017579,0.062626735,21.0701
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,4218,11.54825462,5.15,0.02,395.0293305,699.226,6.25E-05,5867,1.25,1.3,47.3963,139.3730996,1.661017579,0.062626735,21.0701
HD 1397 b,HD 1397,1,1,Transit,2018,11.53533,0.031582012,0.1097,0.251,11.500434,131.89945,0.477806324,5521,2.336,1.324,79.5702,1228.463709,4.548901317,378.0012711,12.5386
HD 1397 b,HD 1397,1,1,Transit,2018,11.53533,0.031582012,0.1097,0.251,11.500434,131.89945,0.477806324,5521,2.336,1.324,79.5702,1228.463709,4.548901317,378.0012711,12.5386
HD 1397 b,HD 1397,1,1,Transit,2018,11.53533,0.031582012,0.1097,0.251,11.500434,131.89945,0.477806324,5521,2.336,1.324,79.5702,1228.463709,4.548901317,378.0012711,12.5386
HD 1397 b,HD 1397,1,1,Transit,2018,11.53533,0.031582012,0.1097,0.251,11.500434,131.89945,0.477806324,5521,2.336,1.324,79.5702,1228.463709,4.548901317,378.0012711,12.5386
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,2744,7.51266256,5.15,0.65,3179.013152,4862.774627,8.34E-07,4815,12.4,2.4,142.024,360.2591319,74.15123457,2.795786014,7.01247
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,2744,7.51266256,5.15,0.65,3179.013152,4862.774627,8.34E-07,4815,12.4,2.4,142.024,360.2591319,74.15123457,2.795786014,7.01247
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,2744,7.51266256,5.15,0.65,3179.013152,4862.774627,8.34E-07,4815,12.4,2.4,142.024,360.2591319,74.15123457,2.795786014,7.01247
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,2744,7.51266256,5.15,0.65,3179.013152,4862.774627,8.34E-07,4815,12.4,2.4,142.024,360.2591319,74.15123457,2.795786014,7.01247
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,2744,7.51266256,5.15,0.65,3179.013152,4862.774627,8.34E-07,4815,12.4,2.4,142.024,360.2591319,74.15123457,2.795786014,7.01247
HD 141004 b,HD 141004,1,1,Radial Velocity,2021,15.5083,0.042459411,0.1238,0.16,5.72736078,13.63483866,0.399887638,5885.38,1.389372,1.051904,11.8148,950.6812674,2.077901568,135.57627,84.6121
HD 141004 b,HD 141004,1,1,Radial Velocity,2021,15.5083,0.042459411,0.1238,0.16,5.72736078,13.63483866,0.399887638,5885.38,1.389372,1.051904,11.8148,950.6812674,2.077901568,135.57627,84.6121
HD 141399 b,HD 141399,1,4,Radial Velocity,2014,94.44,0.258562628,0.415,0.04,71.87531002,143.34133,0.00212708,5600,1.055618571,1.07,37.0169,430.6544789,0.983231995,5.708996922,26.9857
HD 141399 b,HD 141399,1,4,Radial Velocity,2014,94.44,0.258562628,0.415,0.04,71.87531002,143.34133,0.00212708,5600,1.055618571,1.07,37.0169,430.6544789,0.983231995,5.708996922,26.9857
HD 141399 b,HD 141399,1,4,Radial Velocity,2014,94.44,0.258562628,0.415,0.04,71.87531002,143.34133,0.00212708,5600,1.055618571,1.07,37.0169,430.6544789,0.983231995,5.708996922,26.9857
HD 141399 c,HD 141399,1,4,Radial Velocity,2014,201.99,0.55301848,0.689,0.048,229.9358661,422.7139,0.000191592,5600,1.055618571,1.07,37.0169,334.228443,0.983231995,2.071178639,26.9857
HD 141399 c,HD 141399,1,4,Radial Velocity,2014,201.99,0.55301848,0.689,0.048,229.9358661,422.7139,0.000191592,5600,1.055618571,1.07,37.0169,334.228443,0.983231995,2.071178639,26.9857
HD 141399 c,HD 141399,1,4,Radial Velocity,2014,201.99,0.55301848,0.689,0.048,229.9358661,422.7139,0.000191592,5600,1.055618571,1.07,37.0169,334.228443,0.983231995,2.071178639,26.9857
HD 141399 d,HD 141399,1,4,Radial Velocity,2014,1069.8,2.928952772,2.09,0.074,202.1740414,375.0394,0.000250065,5600,1.055618571,1.07,37.0169,191.9021647,0.983231995,0.225093747,26.9857
HD 141399 d,HD 141399,1,4,Radial Velocity,2014,1069.8,2.928952772,2.09,0.074,202.1740414,375.0394,0.000250065,5600,1.055618571,1.07,37.0169,191.9021647,0.983231995,0.225093747,26.9857
HD 141399 d,HD 141399,1,4,Radial Velocity,2014,1069.8,2.928952772,2.09,0.074,202.1740414,375.0394,0.000250065,5600,1.055618571,1.07,37.0169,191.9021647,0.983231995,0.225093747,26.9857
HD 141399 e,HD 141399,1,4,Radial Velocity,2014,5000,13.68925394,5,0.26,108.2415824,209.7678,0.000911398,5600,1.055618571,1.07,37.0169,124.070352,0.983231995,0.03932928,26.9857
